# lat,lon,tnum,Layer_1_depth,Layer_2_depth,Layer_3_depth,Layer_4_depth,Layer_5_depth,Layer_6_depth
7.807959011251919890e+01,6.830720027243653192e+01,7.800000000000000000e+01,6.773519999999999754e+02,4.393999999999999773e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807957360076947850e+01,6.830730294046688300e+01,7.900000000000000000e+01,6.773519999999999754e+02,4.393999999999999773e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807955715649957540e+01,6.830740586004408499e+01,8.000000000000000000e+01,6.773519999999999754e+02,4.393999999999999773e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807954085721040371e+01,6.830750932007106258e+01,8.100000000000000000e+01,6.773519999999999754e+02,4.400759999999999650e+02,2.636399999999999864e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807952214306962446e+01,6.830760253507028779e+01,8.200000000000000000e+01,6.773519999999999754e+02,4.407519999999999527e+02,2.636399999999999864e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807950377266739395e+01,6.830769741064796108e+01,8.300000000000000000e+01,6.766760000000000446e+02,4.407519999999999527e+02,2.636399999999999864e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807948488536227671e+01,6.830778842604981094e+01,8.400000000000000000e+01,6.766760000000000446e+02,4.407519999999999527e+02,2.636399999999999864e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807946193481248542e+01,6.830785612058666345e+01,8.500000000000000000e+01,6.766760000000000446e+02,4.407519999999999527e+02,2.629639999999999986e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807944023254795241e+01,6.830793217300735876e+01,8.600000000000000000e+01,6.766760000000000446e+02,4.400759999999999650e+02,2.629639999999999986e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807942107930993814e+01,6.830802346181714313e+01,8.700000000000000000e+01,6.766760000000000446e+02,4.400759999999999650e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807940389719728103e+01,6.830812340820315853e+01,8.800000000000000000e+01,6.766760000000000446e+02,4.400759999999999650e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807938697693079177e+01,6.830822450466979490e+01,8.900000000000000000e+01,6.766760000000000446e+02,4.393999999999999773e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807937218721332329e+01,6.830833308360647038e+01,9.000000000000000000e+01,6.766760000000000446e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807935718664606384e+01,6.830844089296675747e+01,9.100000000000000000e+01,6.766760000000000446e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807933981645767574e+01,6.830854018274456507e+01,9.200000000000000000e+01,6.766760000000000446e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807932204885653960e+01,6.830863780123173967e+01,9.300000000000000000e+01,6.766760000000000446e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807930126854652997e+01,6.830872033295942458e+01,9.400000000000000000e+01,6.766760000000000446e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807927958664417645e+01,6.830879719234506808e+01,9.500000000000000000e+01,6.760000000000000000e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.446639999999999873e+02,4.529199999999999449e+01,nan
7.807926042968122715e+01,6.830888769520089454e+01,9.600000000000000000e+01,6.760000000000000000e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.446639999999999873e+02,4.529199999999999449e+01,nan
7.807924177400617793e+01,6.830898128082959886e+01,9.700000000000000000e+01,6.760000000000000000e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.446639999999999873e+02,4.529199999999999449e+01,nan
7.807922223393322270e+01,6.830907053162404452e+01,9.800000000000000000e+01,6.760000000000000000e+02,4.393999999999999773e+02,2.622880000000000109e+02,1.446639999999999873e+02,4.529199999999999449e+01,nan
7.807920124560654074e+01,6.830915153011521568e+01,9.900000000000000000e+01,6.760000000000000000e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807918318802536817e+01,6.830924790600555241e+01,1.000000000000000000e+02,6.760000000000000000e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807916503784768736e+01,6.830934387141820707e+01,1.010000000000000000e+02,6.760000000000000000e+02,4.387239999999999895e+02,2.643159999999999741e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807914678813847331e+01,6.830943939561043976e+01,1.020000000000000000e+02,6.760000000000000000e+02,4.387239999999999895e+02,2.643159999999999741e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807912977722168080e+01,6.830954009191755461e+01,1.030000000000000000e+02,6.760000000000000000e+02,4.387239999999999895e+02,2.636399999999999864e+02,1.446639999999999873e+02,4.529199999999999449e+01,nan
7.807911262175413469e+01,6.830964014310470134e+01,1.040000000000000000e+02,6.760000000000000000e+02,4.387239999999999895e+02,2.636399999999999864e+02,1.446639999999999873e+02,4.529199999999999449e+01,nan
7.807909375852345590e+01,6.830973283311743671e+01,1.050000000000000000e+02,6.760000000000000000e+02,4.387239999999999895e+02,2.636399999999999864e+02,1.446639999999999873e+02,4.529199999999999449e+01,nan
7.807907406357401214e+01,6.830982125662812621e+01,1.060000000000000000e+02,6.760000000000000000e+02,4.380480000000000018e+02,2.636399999999999864e+02,1.446639999999999873e+02,4.529199999999999449e+01,nan
7.807905560669453848e+01,6.830991568531854341e+01,1.070000000000000000e+02,6.760000000000000000e+02,4.387239999999999895e+02,2.636399999999999864e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807903483667233502e+01,6.830999483657714677e+01,1.080000000000000000e+02,6.753239999999999554e+02,4.387239999999999895e+02,2.629639999999999986e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807901177357641131e+01,6.831006135386735423e+01,1.090000000000000000e+02,6.753239999999999554e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807899334603857255e+01,6.831015607375928766e+01,1.100000000000000000e+02,6.753239999999999554e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807897600524393056e+01,6.831025532281087465e+01,1.110000000000000000e+02,6.753239999999999554e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807895938486242926e+01,6.831035757428846011e+01,1.120000000000000000e+02,6.753239999999999554e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807894269403227838e+01,6.831045955615267928e+01,1.130000000000000000e+02,6.753239999999999554e+02,4.373719999999999573e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807892487792886982e+01,6.831055635383901858e+01,1.140000000000000000e+02,6.746480000000000246e+02,4.373719999999999573e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807890461114332936e+01,6.831064182176888266e+01,1.150000000000000000e+02,6.746480000000000246e+02,4.373719999999999573e+02,2.643159999999999741e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807888516771242848e+01,6.831073162947950550e+01,1.160000000000000000e+02,6.746480000000000246e+02,4.373719999999999573e+02,2.643159999999999741e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807886512053681827e+01,6.831081813487283227e+01,1.170000000000000000e+02,6.746480000000000246e+02,4.373719999999999573e+02,2.649919999999999618e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807884451672312309e+01,6.831090164616564664e+01,1.180000000000000000e+02,6.746480000000000246e+02,4.373719999999999573e+02,2.649919999999999618e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807882465286685658e+01,6.831098930120573698e+01,1.190000000000000000e+02,6.739719999999999800e+02,4.387239999999999895e+02,2.643159999999999741e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807880489354329256e+01,6.831107750676652302e+01,1.200000000000000000e+02,6.739719999999999800e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807878578366145916e+01,6.831116878596213837e+01,1.210000000000000000e+02,6.739719999999999800e+02,4.393999999999999773e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807876808631604604e+01,6.831126671127337602e+01,1.220000000000000000e+02,6.739719999999999800e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807874691508720844e+01,6.831134552144199290e+01,1.230000000000000000e+02,6.732959999999999354e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807872577588476304e+01,6.831142562075935132e+01,1.240000000000000000e+02,6.732959999999999354e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807870433779910968e+01,6.831150384979048340e+01,1.250000000000000000e+02,6.732959999999999354e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807868255919517253e+01,6.831157996745824335e+01,1.260000000000000000e+02,6.732959999999999354e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807866155294634325e+01,6.831166113571674714e+01,1.270000000000000000e+02,6.726200000000000045e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807864005596543677e+01,6.831173924516571105e+01,1.280000000000000000e+02,6.726200000000000045e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807861889802281041e+01,6.831181946401466121e+01,1.290000000000000000e+02,6.726200000000000045e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807859758386983628e+01,6.831189865873071199e+01,1.300000000000000000e+02,6.726200000000000045e+02,4.387239999999999895e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807857632029252670e+01,6.831197793002752405e+01,1.310000000000000000e+02,6.726200000000000045e+02,4.380480000000000018e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807855658533412679e+01,6.831206626243489666e+01,1.320000000000000000e+02,6.726200000000000045e+02,4.360199999999999818e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807853514943238338e+01,6.831214426652002203e+01,1.330000000000000000e+02,6.726200000000000045e+02,4.366959999999999695e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807851458218074470e+01,6.831222749982889297e+01,1.340000000000000000e+02,6.719439999999999600e+02,4.366959999999999695e+02,2.622880000000000109e+02,1.439879999999999995e+02,4.529199999999999449e+01,nan
7.807849581029144304e+01,6.831232023952409804e+01,1.350000000000000000e+02,6.719439999999999600e+02,4.366959999999999695e+02,2.622880000000000109e+02,1.446639999999999873e+02,4.529199999999999449e+01,nan
7.807847839334841922e+01,6.831241906506870976e+01,1.360000000000000000e+02,6.719439999999999600e+02,4.373719999999999573e+02,2.622880000000000109e+02,1.446639999999999873e+02,4.529199999999999449e+01,nan
7.807845843490859750e+01,6.831250621279041013e+01,1.370000000000000000e+02,6.719439999999999600e+02,4.373719999999999573e+02,2.622880000000000109e+02,1.446639999999999873e+02,4.529199999999999449e+01,nan
7.807844167151264969e+01,6.831260741082252252e+01,1.380000000000000000e+02,6.719439999999999600e+02,4.380480000000000018e+02,2.636399999999999864e+02,1.446639999999999873e+02,4.529199999999999449e+01,nan
7.807842559657909476e+01,6.831271167513425269e+01,1.390000000000000000e+02,6.719439999999999600e+02,4.380480000000000018e+02,2.636399999999999864e+02,1.446639999999999873e+02,4.529199999999999449e+01,nan
