# lat,lon,tnum,Layer_1_depth,Layer_2_depth
7.802733685633512550e+01,6.856357966751841104e+01,8.700000000000000000e+01,7.997079999999999700e+02,nan
7.802731889304068602e+01,6.856367604271900973e+01,8.800000000000000000e+01,7.997079999999999700e+02,nan
7.802730096786532954e+01,6.856377258259199436e+01,8.900000000000000000e+01,8.003840000000000146e+02,nan
7.802727721898695279e+01,6.856383263014865292e+01,9.000000000000000000e+01,8.003840000000000146e+02,nan
7.802725474883114032e+01,6.856390318901806324e+01,9.100000000000000000e+01,8.003840000000000146e+02,nan
7.802723400283848321e+01,6.856398443509297636e+01,9.200000000000000000e+01,8.003840000000000146e+02,nan
7.802721650221822358e+01,6.856408276670300950e+01,9.300000000000000000e+01,8.003840000000000146e+02,nan
7.802719961500021384e+01,6.856418353183204317e+01,9.400000000000000000e+01,7.997079999999999700e+02,nan
7.802718281251739540e+01,6.856428452412546903e+01,9.500000000000000000e+01,7.997079999999999700e+02,nan
7.802716194615572931e+01,6.856436619461629789e+01,9.600000000000000000e+01,7.997079999999999700e+02,nan
7.802714109932512088e+01,6.856444798064025292e+01,9.700000000000000000e+01,8.003840000000000146e+02,nan
7.802712119123529533e+01,6.856453441427142081e+01,9.800000000000000000e+01,8.003840000000000146e+02,nan
7.802710371371095732e+01,6.856463284032952288e+01,9.900000000000000000e+01,8.003840000000000146e+02,nan
7.802708893023817893e+01,6.856474078177593867e+01,1.000000000000000000e+02,8.010599999999999454e+02,nan
7.802707591474616322e+01,6.856485389754892878e+01,1.010000000000000000e+02,8.010599999999999454e+02,nan
7.802706434235024346e+01,6.856497082241719454e+01,1.020000000000000000e+02,8.010599999999999454e+02,nan
7.802705440265985715e+01,6.856509116063757858e+01,1.030000000000000000e+02,8.017359999999999900e+02,nan
7.802703871968368787e+01,6.856519513682759737e+01,1.040000000000000000e+02,8.024119999999999209e+02,nan
7.802702199300995289e+01,6.856529646801531896e+01,1.050000000000000000e+02,8.030879999999999654e+02,nan
7.802700400450457607e+01,6.856539267083597622e+01,1.060000000000000000e+02,8.030879999999999654e+02,nan
7.802698539295768398e+01,6.856548613141841031e+01,1.070000000000000000e+02,8.037640000000000100e+02,nan
7.802696629753060620e+01,6.856557730892113511e+01,1.080000000000000000e+02,8.071440000000000055e+02,nan
7.802694543324736287e+01,6.856565881552036501e+01,1.090000000000000000e+02,8.078199999999999363e+02,nan
7.802692482433832311e+01,6.856574195847196052e+01,1.100000000000000000e+02,8.057919999999999163e+02,nan
7.802690334478286616e+01,6.856581942624957549e+01,1.110000000000000000e+02,8.057919999999999163e+02,nan
7.802688391192927497e+01,6.856590632850817713e+01,1.120000000000000000e+02,8.064679999999999609e+02,nan
7.802687294287740372e+01,6.856602348274378755e+01,1.130000000000000000e+02,8.071440000000000055e+02,nan
7.802686339916463965e+01,6.856614391043258649e+01,1.140000000000000000e+02,8.071440000000000055e+02,nan
7.802685125935956023e+01,6.856625948940322246e+01,1.150000000000000000e+02,8.084959999999999809e+02,nan
7.802683299376789705e+01,6.856635287704223458e+01,1.160000000000000000e+02,8.084959999999999809e+02,nan
7.802681504998102469e+01,6.856644859599531117e+01,1.170000000000000000e+02,8.118759999999999764e+02,nan
7.802679760342481075e+01,6.856654616740168251e+01,1.180000000000000000e+02,8.118759999999999764e+02,nan
7.802677715281696180e+01,6.856663024212291191e+01,1.190000000000000000e+02,8.125519999999999072e+02,nan
7.802675351009959570e+01,6.856669096356945658e+01,1.200000000000000000e+02,8.125519999999999072e+02,nan
7.802673680393446887e+01,6.856679244961928532e+01,1.210000000000000000e+02,8.125519999999999072e+02,nan
7.802672119462999945e+01,6.856689723237734313e+01,1.220000000000000000e+02,8.125519999999999072e+02,nan
7.802670982561026847e+01,6.856701453406913060e+01,1.230000000000000000e+02,8.125519999999999072e+02,nan
7.802668946917185622e+01,6.856705668340542559e+01,1.240000000000000000e+02,8.132279999999999518e+02,nan
7.802666301461317744e+01,6.856707682041833607e+01,1.250000000000000000e+02,8.132279999999999518e+02,nan
7.802663709422795080e+01,6.856711114851769651e+01,1.260000000000000000e+02,8.132279999999999518e+02,nan
7.802661628839982200e+01,6.856719066057203804e+01,1.270000000000000000e+02,8.132279999999999518e+02,nan
7.802660151144884537e+01,6.856729753099627089e+01,1.280000000000000000e+02,8.132279999999999518e+02,nan
7.802658816473066850e+01,6.856740997491607459e+01,1.290000000000000000e+02,8.132279999999999518e+02,nan
7.802656326381763563e+01,6.856743051395790189e+01,1.300000000000000000e+02,8.132279999999999518e+02,nan
7.802653929154212165e+01,6.856748899200732694e+01,1.310000000000000000e+02,8.132279999999999518e+02,nan
7.802651746958269996e+01,6.856756080357595806e+01,1.320000000000000000e+02,8.132279999999999518e+02,nan
7.802649857179041248e+01,6.856765285654923048e+01,1.330000000000000000e+02,8.132279999999999518e+02,nan
7.802648112939573366e+01,6.856775127747133070e+01,1.340000000000000000e+02,8.139039999999999964e+02,nan
7.802645926294387380e+01,6.856782637415911097e+01,1.350000000000000000e+02,8.139039999999999964e+02,nan
7.802643952342491218e+01,6.856791430474353888e+01,1.360000000000000000e+02,8.139039999999999964e+02,nan
7.802641979817931883e+01,6.856800230952475772e+01,1.370000000000000000e+02,8.139039999999999964e+02,nan
7.802640157008065103e+01,6.856809746169354014e+01,1.380000000000000000e+02,8.139039999999999964e+02,nan
7.802638612212913927e+01,6.856820346747703354e+01,1.390000000000000000e+02,8.139039999999999964e+02,nan
7.802637235941593019e+01,6.856831446157100629e+01,1.400000000000000000e+02,8.145799999999999272e+02,nan
7.802635974806821650e+01,6.856842885741798455e+01,1.410000000000000000e+02,8.145799999999999272e+02,nan
7.802634455449481266e+01,6.856853562439414418e+01,1.420000000000000000e+02,8.145799999999999272e+02,nan
7.802632725447247708e+01,6.856863373573442288e+01,1.430000000000000000e+02,8.145799999999999272e+02,nan
7.802630817381813699e+01,6.856872485578492160e+01,1.440000000000000000e+02,8.145799999999999272e+02,nan
7.802629324859975668e+01,6.856883042033797437e+01,1.450000000000000000e+02,8.139039999999999964e+02,nan
7.802628217267675836e+01,6.856894844056726868e+01,1.460000000000000000e+02,8.139039999999999964e+02,nan
7.802627253566340926e+01,6.856906936528274343e+01,1.470000000000000000e+02,8.152559999999999718e+02,nan
7.802626117012371765e+01,6.856918664830848797e+01,1.480000000000000000e+02,8.159320000000000164e+02,nan
7.802624883646778642e+01,6.856930170560738702e+01,1.490000000000000000e+02,8.152559999999999718e+02,nan
7.802623561796242768e+01,6.856941447118428812e+01,1.500000000000000000e+02,8.145799999999999272e+02,nan
7.802622158774458683e+01,6.856952495742000053e+01,1.510000000000000000e+02,8.139039999999999964e+02,nan
7.802620993682855044e+01,6.856964169281162924e+01,1.520000000000000000e+02,8.132279999999999518e+02,nan
7.802619960910242014e+01,6.856976111035727683e+01,1.530000000000000000e+02,8.132279999999999518e+02,nan
7.802618916557842965e+01,6.856987810356605451e+01,1.540000000000000000e+02,8.132279999999999518e+02,nan
7.802616762469516232e+01,6.856995449827380185e+01,1.550000000000000000e+02,8.125519999999999072e+02,nan
7.802615099629208828e+01,6.857005627556853256e+01,1.560000000000000000e+02,8.118759999999999764e+02,nan
7.802613089840581040e+01,6.857014214437057831e+01,1.570000000000000000e+02,8.118759999999999764e+02,nan
7.802611463647942003e+01,6.857024528714441658e+01,1.580000000000000000e+02,8.118759999999999764e+02,nan
7.802609267486916167e+01,6.857031874985051445e+01,1.590000000000000000e+02,8.111999999999999318e+02,nan
7.802608012702134488e+01,6.857043135995182581e+01,1.600000000000000000e+02,8.111999999999999318e+02,nan
7.802606766399236449e+01,6.857054579061374966e+01,1.610000000000000000e+02,8.084959999999999809e+02,nan
7.802605263380165468e+01,6.857065318375056506e+01,1.620000000000000000e+02,8.091719999999999118e+02,nan
7.802603992046077508e+01,6.857076723399909213e+01,1.630000000000000000e+02,8.091719999999999118e+02,nan
7.802602506258382675e+01,6.857087396754512554e+01,1.640000000000000000e+02,8.091719999999999118e+02,nan
7.802600525105347629e+01,6.857096008816790800e+01,1.650000000000000000e+02,8.091719999999999118e+02,nan
7.802598384117003150e+01,6.857103756577507170e+01,1.660000000000000000e+02,8.084959999999999809e+02,nan
7.802596631255070747e+01,6.857113450393535459e+01,1.670000000000000000e+02,8.084959999999999809e+02,nan
7.802595349464053243e+01,6.857124836006016722e+01,1.680000000000000000e+02,8.078199999999999363e+02,nan
7.802593481542554343e+01,6.857134151035600667e+01,1.690000000000000000e+02,8.057919999999999163e+02,nan
7.802591589718755927e+01,6.857143352584616025e+01,1.700000000000000000e+02,8.051159999999999854e+02,nan
7.802590181178968010e+01,6.857153843224192258e+01,1.710000000000000000e+02,8.051159999999999854e+02,nan
7.802589539539100372e+01,6.857166421906732978e+01,1.720000000000000000e+02,8.051159999999999854e+02,nan
7.802588897899234155e+01,6.857179000589273699e+01,1.730000000000000000e+02,8.051159999999999854e+02,nan
7.802588116939435281e+01,6.857191389101369339e+01,1.740000000000000000e+02,8.051159999999999854e+02,nan
7.802587294246568206e+01,6.857203720648206513e+01,1.750000000000000000e+02,8.051159999999999854e+02,nan
7.802586320273466924e+01,6.857215790371431297e+01,1.760000000000000000e+02,8.051159999999999854e+02,nan
7.802585326727688653e+01,6.857227826219849476e+01,1.770000000000000000e+02,8.051159999999999854e+02,nan
7.802583309665222089e+01,6.857236329031977107e+01,1.780000000000000000e+02,8.051159999999999854e+02,nan
7.802581081238167826e+01,6.857243527133888961e+01,1.790000000000000000e+02,8.051159999999999854e+02,nan
7.802579079425034081e+01,6.857252171247625938e+01,1.800000000000000000e+02,8.051159999999999854e+02,nan
7.802577112525455050e+01,6.857261000441296517e+01,1.810000000000000000e+02,8.057919999999999163e+02,nan
7.802575767817793917e+01,6.857271941741528565e+01,1.820000000000000000e+02,8.057919999999999163e+02,nan
7.802574712656932832e+01,6.857283854461147143e+01,1.830000000000000000e+02,8.057919999999999163e+02,nan
7.802573726658103226e+01,6.857295904588436031e+01,1.840000000000000000e+02,8.057919999999999163e+02,nan
7.802572852805062098e+01,6.857308101208080586e+01,1.850000000000000000e+02,8.057919999999999163e+02,nan
7.802572440706099144e+01,6.857320901001889979e+01,1.860000000000000000e+02,8.057919999999999163e+02,nan
7.802571843032444576e+01,6.857333354783916946e+01,1.870000000000000000e+02,8.057919999999999163e+02,nan
7.802570373676928739e+01,6.857344197084050563e+01,1.880000000000000000e+02,8.064679999999999609e+02,nan
7.802569119338615167e+01,6.857355653373983273e+01,1.890000000000000000e+02,8.064679999999999609e+02,nan
7.802567489339504903e+01,6.857365915318791849e+01,1.900000000000000000e+02,8.064679999999999609e+02,nan
7.802565930081252077e+01,6.857376466467071907e+01,1.910000000000000000e+02,8.064679999999999609e+02,nan
7.802564380123850185e+01,6.857387049372944432e+01,1.920000000000000000e+02,8.064679999999999609e+02,nan
7.802563013950148729e+01,6.857398184885126113e+01,1.930000000000000000e+02,8.071440000000000055e+02,nan
7.802561459455058923e+01,6.857408614467330210e+01,1.940000000000000000e+02,8.071440000000000055e+02,nan
7.802559611049660759e+01,6.857418016643586611e+01,1.950000000000000000e+02,8.064679999999999609e+02,nan
7.802557841264990657e+01,6.857427766167417360e+01,1.960000000000000000e+02,8.064679999999999609e+02,nan
7.802556105400938691e+01,6.857437654449117304e+01,1.970000000000000000e+02,8.064679999999999609e+02,nan
7.802554640961270138e+01,6.857448436744223841e+01,1.980000000000000000e+02,8.064679999999999609e+02,nan
7.802553270809148955e+01,6.857459509083544447e+01,1.990000000000000000e+02,8.064679999999999609e+02,nan
7.802551498737925328e+01,6.857469248912042303e+01,2.000000000000000000e+02,8.064679999999999609e+02,nan
7.802549497225474795e+01,6.857477888583792947e+01,2.010000000000000000e+02,8.064679999999999609e+02,nan
7.802547291899912807e+01,6.857485282838848661e+01,2.020000000000000000e+02,8.071440000000000055e+02,nan
7.802545568644967489e+01,6.857495052946990199e+01,2.030000000000000000e+02,8.071440000000000055e+02,nan
7.802543958208796937e+01,6.857505405795956221e+01,2.040000000000000000e+02,8.078199999999999363e+02,nan
7.802542026807689979e+01,6.857514414847568673e+01,2.050000000000000000e+02,8.078199999999999363e+02,nan
7.802540492497244884e+01,6.857524953109465571e+01,2.060000000000000000e+02,8.078199999999999363e+02,nan
7.802539094462211722e+01,6.857536016172825555e+01,2.070000000000000000e+02,8.078199999999999363e+02,nan
7.802537321558313010e+01,6.857545622622798476e+01,2.080000000000000000e+02,8.078199999999999363e+02,nan
7.802535467473821029e+01,6.857554856017789291e+01,2.090000000000000000e+02,8.078199999999999363e+02,nan
7.802534465130342767e+01,6.857566874408026081e+01,2.100000000000000000e+02,8.078199999999999363e+02,nan
7.802532984328414045e+01,6.857577013736691640e+01,2.110000000000000000e+02,8.084959999999999809e+02,nan
7.802530623074905236e+01,6.857582967770656523e+01,2.120000000000000000e+02,8.084959999999999809e+02,nan
7.802528193584531380e+01,6.857587840344237406e+01,2.130000000000000000e+02,8.091719999999999118e+02,nan
7.802526561686489970e+01,6.857598132958308668e+01,2.140000000000000000e+02,8.091719999999999118e+02,nan
7.802524745310559240e+01,6.857607650969291058e+01,2.150000000000000000e+02,8.098479999999999563e+02,nan
7.802522854529730978e+01,6.857616857355959894e+01,2.160000000000000000e+02,8.098479999999999563e+02,nan
7.802521296869031175e+01,6.857627215515606167e+01,2.170000000000000000e+02,8.098479999999999563e+02,nan
7.802520240657976558e+01,6.857639126181338440e+01,2.180000000000000000e+02,8.098479999999999563e+02,nan
7.802518822133100684e+01,6.857649983082077938e+01,2.190000000000000000e+02,8.098479999999999563e+02,nan
7.802517151347930735e+01,6.857660128361530383e+01,2.200000000000000000e+02,8.098479999999999563e+02,nan
7.802515394472871435e+01,6.857669881648607202e+01,2.210000000000000000e+02,8.098479999999999563e+02,nan
7.802513655347327415e+01,6.857679557637426626e+01,2.220000000000000000e+02,8.098479999999999563e+02,nan
7.802512411971315487e+01,6.857691041103014129e+01,2.230000000000000000e+02,8.098479999999999563e+02,nan
7.802510929664462935e+01,6.857701723576008135e+01,2.240000000000000000e+02,8.098479999999999563e+02,nan
7.802509127240178088e+01,6.857711332886201205e+01,2.250000000000000000e+02,8.105240000000000009e+02,nan
7.802507868265021784e+01,6.857722723827022548e+01,2.260000000000000000e+02,8.105240000000000009e+02,nan
7.802506579809828224e+01,6.857733983409630696e+01,2.270000000000000000e+02,8.105240000000000009e+02,nan
7.802504587198987451e+01,6.857742677198024239e+01,2.280000000000000000e+02,8.105240000000000009e+02,nan
7.802503095453458570e+01,6.857753399349535073e+01,2.290000000000000000e+02,8.105240000000000009e+02,nan
7.802501736898052798e+01,6.857764569341023275e+01,2.300000000000000000e+02,8.105240000000000009e+02,nan
7.802500437724538074e+01,6.857775908386059882e+01,2.310000000000000000e+02,8.098479999999999563e+02,nan
7.802499002835146769e+01,6.857786848126053769e+01,2.320000000000000000e+02,8.098479999999999563e+02,nan
7.802497502869773882e+01,6.857797596398634710e+01,2.330000000000000000e+02,8.098479999999999563e+02,nan
7.802495824012713399e+01,6.857807697357033305e+01,2.340000000000000000e+02,8.098479999999999563e+02,nan
7.802493751012748646e+01,6.857815807057383495e+01,2.350000000000000000e+02,8.098479999999999563e+02,nan
7.802491552054699753e+01,6.857823256975598269e+01,2.360000000000000000e+02,8.098479999999999563e+02,nan
7.802489865206128172e+01,6.857833325932149648e+01,2.370000000000000000e+02,8.098479999999999563e+02,nan
7.802487971712325532e+01,6.857842343339423508e+01,2.380000000000000000e+02,8.098479999999999563e+02,nan
7.802485815041379169e+01,6.857850060393202796e+01,2.390000000000000000e+02,8.098479999999999563e+02,nan
7.802483761874309209e+01,6.857858420526521570e+01,2.400000000000000000e+02,8.098479999999999563e+02,nan
7.802481802051671878e+01,6.857867278456794224e+01,2.410000000000000000e+02,8.105240000000000009e+02,nan
7.802479847683760283e+01,6.857876168224261448e+01,2.420000000000000000e+02,8.105240000000000009e+02,nan
7.802477839571218965e+01,6.857884778619009580e+01,2.430000000000000000e+02,8.105240000000000009e+02,nan
7.802475985350284304e+01,6.857894113400733715e+01,2.440000000000000000e+02,8.105240000000000009e+02,nan
7.802474239209566065e+01,6.857903951945192489e+01,2.450000000000000000e+02,8.105240000000000009e+02,nan
7.802471979813120129e+01,6.857910969364742471e+01,2.460000000000000000e+02,8.105240000000000009e+02,nan
7.802469732571169914e+01,6.857918076537805518e+01,2.470000000000000000e+02,8.105240000000000009e+02,nan
7.802467609261206860e+01,6.857925925135398870e+01,2.480000000000000000e+02,8.105240000000000009e+02,nan
7.802465698072322198e+01,6.857935033144920567e+01,2.490000000000000000e+02,8.105240000000000009e+02,nan
7.802463591289128431e+01,6.857943016321716811e+01,2.500000000000000000e+02,8.105240000000000009e+02,nan
7.802461430657919550e+01,6.857950711480476969e+01,2.510000000000000000e+02,8.098479999999999563e+02,nan
7.802459342071283288e+01,6.857958865228305001e+01,2.520000000000000000e+02,8.098479999999999563e+02,nan
7.802457791010080257e+01,6.857969389887564660e+01,2.530000000000000000e+02,8.098479999999999563e+02,nan
7.802456083389587604e+01,6.857978325784728213e+01,2.540000000000000000e+02,8.098479999999999563e+02,nan
7.802453396167082644e+01,6.857978666247306876e+01,2.550000000000000000e+02,8.091719999999999118e+02,nan
7.802451772260900498e+01,6.857987697037700059e+01,2.560000000000000000e+02,8.091719999999999118e+02,nan
7.802450029319625457e+01,6.857997278222106274e+01,2.570000000000000000e+02,8.084959999999999809e+02,nan
7.802447804566565992e+01,6.858004397325416335e+01,2.580000000000000000e+02,8.084959999999999809e+02,nan
7.802445828125334515e+01,6.858012426756143043e+01,2.590000000000000000e+02,8.078199999999999363e+02,nan
7.802444376105883350e+01,6.858023326330729219e+01,2.600000000000000000e+02,8.078199999999999363e+02,nan
7.802443219832851184e+01,6.858034969925260782e+01,2.610000000000000000e+02,8.071440000000000055e+02,nan
7.802442193308444018e+01,6.858046939933088026e+01,2.620000000000000000e+02,8.071440000000000055e+02,nan
7.802439745659401638e+01,6.858049902224914263e+01,2.630000000000000000e+02,8.064679999999999609e+02,nan
7.802437544112501655e+01,6.858057334036413977e+01,2.640000000000000000e+02,8.064679999999999609e+02,nan
7.802435840760857388e+01,6.858067148473922714e+01,2.650000000000000000e+02,8.057919999999999163e+02,nan
7.802434168928027702e+01,6.858077119381673015e+01,2.660000000000000000e+02,8.057919999999999163e+02,nan
7.802431980217956209e+01,6.858084638659815369e+01,2.670000000000000000e+02,8.051159999999999854e+02,nan
7.802430035427313726e+01,6.858093534815684222e+01,2.680000000000000000e+02,8.051159999999999854e+02,nan
7.802428153865331240e+01,6.858102784469946300e+01,2.690000000000000000e+02,8.044399999999999409e+02,nan
7.802426291101623690e+01,6.858112122170068403e+01,2.700000000000000000e+02,8.044399999999999409e+02,nan
7.802424030727877380e+01,6.858118902254526006e+01,2.710000000000000000e+02,8.037640000000000100e+02,nan
7.802421646986958592e+01,6.858124888783024176e+01,2.720000000000000000e+02,8.037640000000000100e+02,nan
7.802419377731555983e+01,6.858131781134756011e+01,2.730000000000000000e+02,8.030879999999999654e+02,nan
