# lat,lon,tnum,Layer_1_depth,Layer_2_depth
7.802201880034765225e+01,6.867255163202491985e+01,1.320000000000000000e+02,5.867680000000000291e+02,nan
7.802203789840017123e+01,6.867246055434672769e+01,1.330000000000000000e+02,5.867680000000000291e+02,nan
7.802205734358335576e+01,6.867237114674705367e+01,1.340000000000000000e+02,5.874439999999999600e+02,nan
7.802207714286029727e+01,6.867228356011511892e+01,1.350000000000000000e+02,5.874439999999999600e+02,nan
7.802209586505915695e+01,6.867219089427572953e+01,1.360000000000000000e+02,5.881200000000000045e+02,nan
7.802211362209446577e+01,6.867209367698748679e+01,1.370000000000000000e+02,5.881200000000000045e+02,nan
7.802213384300722510e+01,6.867200866097614664e+01,1.380000000000000000e+02,5.887959999999999354e+02,nan
7.802215392099057567e+01,6.867192258719262554e+01,1.390000000000000000e+02,5.887959999999999354e+02,nan
7.802217296248036860e+01,6.867183138077066928e+01,1.400000000000000000e+02,5.894719999999999800e+02,nan
7.802219113139423712e+01,6.867173594513168666e+01,1.410000000000000000e+02,5.894719999999999800e+02,nan
7.802221044319000498e+01,6.867164595254095616e+01,1.420000000000000000e+02,5.894719999999999800e+02,nan
7.802223003695532100e+01,6.867155729961449140e+01,1.430000000000000000e+02,5.901480000000000246e+02,nan
7.802224940790810592e+01,6.867146751678569672e+01,1.440000000000000000e+02,5.901480000000000246e+02,nan
7.802226975146606947e+01,6.867138330837836691e+01,1.450000000000000000e+02,5.901480000000000246e+02,nan
7.802229144488407542e+01,6.867130683660350599e+01,1.460000000000000000e+02,5.908239999999999554e+02,nan
7.802231193564658440e+01,6.867122320157224635e+01,1.470000000000000000e+02,5.908239999999999554e+02,nan
7.802233199556197007e+01,6.867113700032940926e+01,1.480000000000000000e+02,5.908239999999999554e+02,nan
7.802235177457190218e+01,6.867104931699003600e+01,1.490000000000000000e+02,5.915000000000000000e+02,nan
7.802237141361796091e+01,6.867096089518169322e+01,1.500000000000000000e+02,5.915000000000000000e+02,nan
7.802239177222087108e+01,6.867087636016813690e+01,1.510000000000000000e+02,5.915000000000000000e+02,nan
7.802241212438583773e+01,6.867079178326370936e+01,1.520000000000000000e+02,5.921759999999999309e+02,nan
7.802243195303032053e+01,6.867070434838373671e+01,1.530000000000000000e+02,5.921759999999999309e+02,nan
7.802245127559903892e+01,6.867061441375560094e+01,1.540000000000000000e+02,5.921759999999999309e+02,nan
7.802246991646049423e+01,6.867052111185219587e+01,1.550000000000000000e+02,5.928519999999999754e+02,nan
7.802248777307575267e+01,6.867042436860737098e+01,1.560000000000000000e+02,5.928519999999999754e+02,nan
7.802250552961544372e+01,6.867032727176835749e+01,1.570000000000000000e+02,5.928519999999999754e+02,nan
7.802252583164120381e+01,6.867024239462453750e+01,1.580000000000000000e+02,5.928519999999999754e+02,nan
7.802254687885746876e+01,6.867016192046420997e+01,1.590000000000000000e+02,5.935280000000000200e+02,nan
7.802256795007578205e+01,6.867008158660983952e+01,1.600000000000000000e+02,5.935280000000000200e+02,nan
7.802258826689714510e+01,6.866999679125356693e+01,1.610000000000000000e+02,5.935280000000000200e+02,nan
7.802260884892845638e+01,6.866991349579238602e+01,1.620000000000000000e+02,5.942039999999999509e+02,nan
7.802262939145509790e+01,6.866982997906548292e+01,1.630000000000000000e+02,5.942039999999999509e+02,nan
7.802264960843072572e+01,6.866974463126499018e+01,1.640000000000000000e+02,5.942039999999999509e+02,nan
7.802266881518052344e+01,6.866965413550394715e+01,1.650000000000000000e+02,5.942039999999999509e+02,nan
7.802268761757102311e+01,6.866956158752304873e+01,1.660000000000000000e+02,5.948799999999999955e+02,nan
7.802270634811722516e+01,6.866946870153952887e+01,1.670000000000000000e+02,5.948799999999999955e+02,nan
7.802272537718673107e+01,6.866937724365010354e+01,1.680000000000000000e+02,5.948799999999999955e+02,nan
7.802274462779018904e+01,6.866928687065166059e+01,1.690000000000000000e+02,5.955559999999999263e+02,nan
7.802276433804860289e+01,6.866919881443219253e+01,1.700000000000000000e+02,5.955559999999999263e+02,nan
7.802278261663052206e+01,6.866910393320041806e+01,1.710000000000000000e+02,5.955559999999999263e+02,nan
7.802279995977585259e+01,6.866900511965441467e+01,1.720000000000000000e+02,5.962319999999999709e+02,nan
7.802281642425188579e+01,6.866890275356431061e+01,1.730000000000000000e+02,5.962319999999999709e+02,nan
7.802283448544145017e+01,6.866880695401398782e+01,1.740000000000000000e+02,5.969080000000000155e+02,nan
7.802285280792391120e+01,6.866871219977602436e+01,1.750000000000000000e+02,5.975839999999999463e+02,nan
7.802287097739123567e+01,6.866861676122991298e+01,1.760000000000000000e+02,5.975839999999999463e+02,nan
7.802289074939841385e+01,6.866852942669551396e+01,1.770000000000000000e+02,5.982599999999999909e+02,nan
7.802291033546576671e+01,6.866844170623787136e+01,1.780000000000000000e+02,5.982599999999999909e+02,nan
7.802292629270266389e+01,6.866833749169079226e+01,1.790000000000000000e+02,5.989359999999999218e+02,nan
7.802294484701350541e+01,6.866824516179906368e+01,1.800000000000000000e+02,5.996119999999999663e+02,nan
7.802296462246090414e+01,6.866815767943583637e+01,1.810000000000000000e+02,5.996119999999999663e+02,nan
7.802298385734438568e+01,6.866806738430277335e+01,1.820000000000000000e+02,6.002880000000000109e+02,nan
7.802300532937258026e+01,6.866798947151474408e+01,1.830000000000000000e+02,6.009639999999999418e+02,nan
7.802302630256095028e+01,6.866790849870618274e+01,1.840000000000000000e+02,6.009639999999999418e+02,nan
7.802304721955432854e+01,6.866782728376000478e+01,1.850000000000000000e+02,6.016399999999999864e+02,nan
7.802307058999905109e+01,6.866776329325657002e+01,1.860000000000000000e+02,6.023159999999999172e+02,nan
7.802309269399525249e+01,6.866769026531676445e+01,1.870000000000000000e+02,6.029919999999999618e+02,nan
7.802311368006699865e+01,6.866760939273159181e+01,1.880000000000000000e+02,6.029919999999999618e+02,nan
7.802313218052513832e+01,6.866751543942463343e+01,1.890000000000000000e+02,6.036680000000000064e+02,nan
7.802315351465493620e+01,6.866743827194981975e+01,1.900000000000000000e+02,6.043439999999999372e+02,nan
7.802317622150725640e+01,6.866736899390068061e+01,1.910000000000000000e+02,6.050199999999999818e+02,nan
7.802319852237576470e+01,6.866729668502402717e+01,1.920000000000000000e+02,6.056960000000000264e+02,nan
7.802321930527375571e+01,6.866721477153512865e+01,1.930000000000000000e+02,6.056960000000000264e+02,nan
7.802324039555472268e+01,6.866713469413362247e+01,1.940000000000000000e+02,6.063719999999999573e+02,nan
7.802326232327800426e+01,6.866705978315552272e+01,1.950000000000000000e+02,6.070480000000000018e+02,nan
7.802328147350822007e+01,6.866696927106053749e+01,1.960000000000000000e+02,6.077239999999999327e+02,nan
7.802329964131956785e+01,6.866687394644968379e+01,1.970000000000000000e+02,6.083999999999999773e+02,nan
7.802331675686647827e+01,6.866677408523706561e+01,1.980000000000000000e+02,6.090760000000000218e+02,nan
7.802333689793188398e+01,6.866668835169264185e+01,1.990000000000000000e+02,6.097519999999999527e+02,nan
7.802335758633398655e+01,6.866660582959686110e+01,2.000000000000000000e+02,6.111039999999999281e+02,nan
7.802337924076402942e+01,6.866652910392106435e+01,2.010000000000000000e+02,6.117799999999999727e+02,nan
7.802340147318629704e+01,6.866645630629446373e+01,2.020000000000000000e+02,6.124560000000000173e+02,nan
7.802342251461139710e+01,6.866637583024122193e+01,2.030000000000000000e+02,6.131319999999999482e+02,nan
7.802344447808401640e+01,6.866630205856239400e+01,2.040000000000000000e+02,6.138079999999999927e+02,nan
7.802346745585296617e+01,6.866623575130572021e+01,2.050000000000000000e+02,6.138079999999999927e+02,nan
7.802348701225064076e+01,6.866614689723805043e+01,2.060000000000000000e+02,6.144839999999999236e+02,nan
7.802350618631407997e+01,6.866605615897643133e+01,2.070000000000000000e+02,6.151599999999999682e+02,nan
7.802352506719290659e+01,6.866596397586214096e+01,2.080000000000000000e+02,6.151599999999999682e+02,nan
7.802354425215737876e+01,6.866587326363901411e+01,2.090000000000000000e+02,6.158360000000000127e+02,nan
7.802356327165774985e+01,6.866578176259940847e+01,2.100000000000000000e+02,6.165119999999999436e+02,nan
7.802358223827012296e+01,6.866569023884866851e+01,2.110000000000000000e+02,6.171879999999999882e+02,nan
7.802360382831311370e+01,6.866561308285297116e+01,2.120000000000000000e+02,6.178639999999999191e+02,nan
7.802362357526027381e+01,6.866552578323303635e+01,2.130000000000000000e+02,6.185399999999999636e+02,nan
7.802364172527197184e+01,6.866543039784689029e+01,2.140000000000000000e+02,6.185399999999999636e+02,nan
7.802365873052221446e+01,6.866533009741881699e+01,2.150000000000000000e+02,6.192160000000000082e+02,nan
7.802367638654480686e+01,6.866523247893830728e+01,2.160000000000000000e+02,6.192160000000000082e+02,nan
7.802369432156635298e+01,6.866513601026177582e+01,2.170000000000000000e+02,6.198919999999999391e+02,nan
7.802371006170066892e+01,6.866503116675073670e+01,2.180000000000000000e+02,6.212440000000000282e+02,nan
7.802372628318565262e+01,6.866492797395979153e+01,2.190000000000000000e+02,6.225960000000000036e+02,nan
7.802374386821433916e+01,6.866483027448131793e+01,2.200000000000000000e+02,6.232719999999999345e+02,nan
7.802376287632885976e+01,6.866473869844188016e+01,2.210000000000000000e+02,6.232719999999999345e+02,nan
7.802378221639870048e+01,6.866464877032134950e+01,2.220000000000000000e+02,6.232719999999999345e+02,nan
7.802380178699941382e+01,6.866455998662054583e+01,2.230000000000000000e+02,6.239479999999999791e+02,nan
7.802382244062729910e+01,6.866447716235848020e+01,2.240000000000000000e+02,6.252999999999999545e+02,nan
7.802384378381590579e+01,6.866439853951895600e+01,2.250000000000000000e+02,6.252999999999999545e+02,nan
7.802386524181689254e+01,6.866432087148341168e+01,2.260000000000000000e+02,6.259759999999999991e+02,nan
7.802388467518046866e+01,6.866423139017659594e+01,2.270000000000000000e+02,6.266519999999999300e+02,nan
7.802390502385199511e+01,6.866414689445782926e+01,2.280000000000000000e+02,6.280040000000000191e+02,nan
7.802392586734059421e+01,6.866406511970724580e+01,2.290000000000000000e+02,6.286799999999999500e+02,nan
7.802394741942995893e+01,6.866398771560757552e+01,2.300000000000000000e+02,6.293559999999999945e+02,nan
7.802396843976477214e+01,6.866390731073460074e+01,2.310000000000000000e+02,6.300319999999999254e+02,nan
7.802398768663900341e+01,6.866381689794883414e+01,2.320000000000000000e+02,6.307079999999999700e+02,nan
7.802400605369163600e+01,6.866372237071769291e+01,2.330000000000000000e+02,6.313840000000000146e+02,nan
7.802402354573396792e+01,6.866362422020459633e+01,2.340000000000000000e+02,6.320599999999999454e+02,nan
7.802403965700789001e+01,6.866352054765934554e+01,2.350000000000000000e+02,6.327359999999999900e+02,nan
7.802405595336595923e+01,6.866341755165275629e+01,2.360000000000000000e+02,6.334119999999999209e+02,nan
7.802407209779876496e+01,6.866331403027562885e+01,2.370000000000000000e+02,6.334119999999999209e+02,nan
7.802408748934435323e+01,6.866320784941042632e+01,2.380000000000000000e+02,6.340879999999999654e+02,nan
7.802410366613142401e+01,6.866310447320462629e+01,2.390000000000000000e+02,6.347640000000000100e+02,nan
7.802411934690556450e+01,6.866299959626394411e+01,2.400000000000000000e+02,6.354399999999999409e+02,nan
7.802413292746142304e+01,6.866288782708747362e+01,2.410000000000000000e+02,6.361159999999999854e+02,nan
7.802415057390943787e+01,6.866279038608649898e+01,2.420000000000000000e+02,6.361159999999999854e+02,nan
7.802416900485967233e+01,6.866269621943368406e+01,2.430000000000000000e+02,6.367919999999999163e+02,nan
7.802418849800876899e+01,6.866260703827659029e+01,2.440000000000000000e+02,6.374679999999999609e+02,nan
7.802420608697615023e+01,6.866250916578383112e+01,2.450000000000000000e+02,6.381440000000000055e+02,nan
7.802422431452994545e+01,6.866241431645049431e+01,2.460000000000000000e+02,6.388199999999999363e+02,nan
7.802424434277341447e+01,6.866232793089494635e+01,2.470000000000000000e+02,6.388199999999999363e+02,nan
7.802426230110118865e+01,6.866223182233363787e+01,2.480000000000000000e+02,6.394959999999999809e+02,nan
7.802428100103375641e+01,6.866214019148866043e+01,2.490000000000000000e+02,6.401720000000000255e+02,nan
7.802430351736087744e+01,6.866206944281869085e+01,2.500000000000000000e+02,6.408479999999999563e+02,nan
7.802432224319885279e+01,6.866197730456079285e+01,2.510000000000000000e+02,6.415240000000000009e+02,nan
7.802434057534229339e+01,6.866188260362775964e+01,2.520000000000000000e+02,6.415240000000000009e+02,nan
7.802435926102128860e+01,6.866178949555867916e+01,2.530000000000000000e+02,6.421999999999999318e+02,nan
7.802437803314808207e+01,6.866169679202501186e+01,2.540000000000000000e+02,6.428759999999999764e+02,nan
7.802439710426749286e+01,6.866160556668074832e+01,2.550000000000000000e+02,6.435520000000000209e+02,nan
7.802441667984305695e+01,6.866151684325460280e+01,2.560000000000000000e+02,6.435520000000000209e+02,nan
7.802443538112500221e+01,6.866142380731736239e+01,2.570000000000000000e+02,6.442279999999999518e+02,nan
7.802445485127218205e+01,6.866133456172666172e+01,2.580000000000000000e+02,6.449039999999999964e+02,nan
7.802447384250524465e+01,6.866124311121910750e+01,2.590000000000000000e+02,6.455799999999999272e+02,nan
7.802449168487787290e+01,6.866114623822431895e+01,2.600000000000000000e+02,6.455799999999999272e+02,nan
7.802450884565655542e+01,6.866104658029982488e+01,2.610000000000000000e+02,6.462559999999999718e+02,nan
7.802452619512821741e+01,6.866094777821999173e+01,2.620000000000000000e+02,6.469320000000000164e+02,nan
7.802454496071159440e+01,6.866085504247993754e+01,2.630000000000000000e+02,6.476079999999999472e+02,nan
7.802456327405101888e+01,6.866076026889264483e+01,2.640000000000000000e+02,6.482839999999999918e+02,nan
7.802458115615722534e+01,6.866066356976773477e+01,2.650000000000000000e+02,6.489599999999999227e+02,nan
7.802459873258699474e+01,6.866056557380731817e+01,2.660000000000000000e+02,6.489599999999999227e+02,nan
7.802461838661703553e+01,6.866047856571043440e+01,2.670000000000000000e+02,6.496359999999999673e+02,nan
7.802464027146579895e+01,6.866040335580770204e+01,2.680000000000000000e+02,6.496359999999999673e+02,nan
7.802466486969832715e+01,6.866035230791533195e+01,2.690000000000000000e+02,6.496359999999999673e+02,nan
7.802468990621071043e+01,6.866030515687181435e+01,2.700000000000000000e+02,6.496359999999999673e+02,nan
7.802471392521731275e+01,6.866024699849067758e+01,2.710000000000000000e+02,6.503120000000000118e+02,nan
7.802473508187181039e+01,6.866016826604959533e+01,2.720000000000000000e+02,6.503120000000000118e+02,nan
7.802475563043770990e+01,6.866008486752319584e+01,2.730000000000000000e+02,6.509879999999999427e+02,nan
7.802477732915626518e+01,6.866000841502885521e+01,2.740000000000000000e+02,6.509879999999999427e+02,nan
7.802479873150993228e+01,6.865993007760602040e+01,2.750000000000000000e+02,6.516639999999999873e+02,nan
7.802482017584213736e+01,6.865985216191964469e+01,2.760000000000000000e+02,6.516639999999999873e+02,nan
7.802484300753341984e+01,6.865978379657136088e+01,2.770000000000000000e+02,6.523399999999999181e+02,nan
7.802486308263613068e+01,6.865969800170155679e+01,2.780000000000000000e+02,6.536920000000000073e+02,nan
7.802488360963741343e+01,6.865961471444310860e+01,2.790000000000000000e+02,6.543679999999999382e+02,nan
7.802490517102131662e+01,6.865953757195016749e+01,2.800000000000000000e+02,6.557199999999999136e+02,nan
7.802492396001326824e+01,6.865944494341651705e+01,2.810000000000000000e+02,6.563959999999999582e+02,nan
7.802494403412940471e+01,6.865935903014907637e+01,2.820000000000000000e+02,6.563959999999999582e+02,nan
