# lat,lon,tnum,Layer_1_depth,Layer_2_depth,Layer_3_depth,Layer_4_depth,Layer_5_depth,Layer_6_depth,Layer_7_depth,Layer_8_depth,Layer_9_depth
7.807122416278734534e+01,6.826386849243117183e+01,4.700000000000000000e+01,6.536920000000000073e+02,4.187820000000000391e+02,3.346200000000000045e+02,2.568799999999999955e+02,1.838719999999999857e+02,1.243840000000000003e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807120901615068931e+01,6.826397582244563011e+01,4.800000000000000000e+01,6.536920000000000073e+02,4.187820000000000391e+02,3.346200000000000045e+02,2.568799999999999955e+02,1.842099999999999795e+02,1.247219999999999942e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807119194821201802e+01,6.826407618664136123e+01,4.900000000000000000e+01,6.536920000000000073e+02,4.187820000000000391e+02,3.332679999999999723e+02,2.568799999999999955e+02,1.838719999999999857e+02,1.247219999999999942e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807117433186836308e+01,6.826417438681643546e+01,5.000000000000000000e+01,6.536920000000000073e+02,4.184439999999999600e+02,3.332679999999999723e+02,2.565419999999999732e+02,1.838719999999999857e+02,1.247219999999999942e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807115793661132841e+01,6.826427741895386703e+01,5.100000000000000000e+01,6.536920000000000073e+02,4.184439999999999600e+02,3.332679999999999723e+02,2.565419999999999732e+02,1.835339999999999918e+02,1.247219999999999942e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807114126870554571e+01,6.826437933955509152e+01,5.200000000000000000e+01,6.536920000000000073e+02,4.181060000000000514e+02,3.336059999999999945e+02,2.565419999999999732e+02,1.831959999999999980e+02,1.250599999999999881e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807112404630247227e+01,6.826447906796175857e+01,5.300000000000000000e+01,6.536920000000000073e+02,4.167540000000000191e+02,3.336059999999999945e+02,2.565419999999999732e+02,1.831959999999999980e+02,1.250599999999999881e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807110816467620396e+01,6.826458391899812739e+01,5.400000000000000000e+01,6.536920000000000073e+02,4.164159999999999968e+02,3.342819999999999823e+02,2.565419999999999732e+02,1.835339999999999918e+02,1.250599999999999881e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807109021863085729e+01,6.826467997411678823e+01,5.500000000000000000e+01,6.536920000000000073e+02,4.164159999999999968e+02,3.342819999999999823e+02,2.568799999999999955e+02,1.835339999999999918e+02,1.253979999999999961e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807107224381783794e+01,6.826477652403735874e+01,5.600000000000000000e+01,6.536920000000000073e+02,4.167540000000000191e+02,3.339439999999999600e+02,2.568799999999999955e+02,1.838719999999999857e+02,1.250599999999999881e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807105504072183066e+01,6.826487641264756689e+01,5.700000000000000000e+01,6.536920000000000073e+02,4.167540000000000191e+02,3.339439999999999600e+02,2.568799999999999955e+02,1.838719999999999857e+02,1.250599999999999881e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807103861328761241e+01,6.826497931612188097e+01,5.800000000000000000e+01,6.533539999999999281e+02,4.170919999999999845e+02,3.339439999999999600e+02,2.578940000000000055e+02,1.842099999999999795e+02,1.250599999999999881e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807101925056792879e+01,6.826506926494334948e+01,5.900000000000000000e+01,6.533539999999999281e+02,4.174300000000000637e+02,3.342819999999999823e+02,2.578940000000000055e+02,1.842099999999999795e+02,1.250599999999999881e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807099973221092171e+01,6.826515866158098333e+01,6.000000000000000000e+01,6.533539999999999281e+02,4.177679999999999723e+02,3.349579999999999700e+02,2.572179999999999609e+02,1.842099999999999795e+02,1.250599999999999881e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807098097031196460e+01,6.826525153612104191e+01,6.100000000000000000e+01,6.533539999999999281e+02,4.177679999999999723e+02,3.349579999999999700e+02,2.568799999999999955e+02,1.845480000000000018e+02,1.253979999999999961e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807096314460143560e+01,6.826534880771664859e+01,6.200000000000000000e+01,6.533539999999999281e+02,4.177679999999999723e+02,3.349579999999999700e+02,2.568799999999999955e+02,1.842099999999999795e+02,1.253979999999999961e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807094268680580740e+01,6.826543230588679023e+01,6.300000000000000000e+01,6.536920000000000073e+02,4.177679999999999723e+02,3.349579999999999700e+02,2.568799999999999955e+02,1.842099999999999795e+02,1.253979999999999961e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807092224907978562e+01,6.826551655198599633e+01,6.400000000000000000e+01,6.536920000000000073e+02,4.160780000000000314e+02,3.349579999999999700e+02,2.568799999999999955e+02,1.838719999999999857e+02,1.253979999999999961e+02,9.125999999999999091e+01,4.698200000000000642e+01,nan
7.807090424018763031e+01,6.826561298534006994e+01,6.500000000000000000e+01,6.536920000000000073e+02,4.164159999999999968e+02,3.349579999999999700e+02,2.585699999999999932e+02,1.842099999999999795e+02,1.253979999999999961e+02,9.125999999999999091e+01,4.698200000000000642e+01,nan
7.807088698264145421e+01,6.826571258513899920e+01,6.600000000000000000e+01,6.536920000000000073e+02,4.164159999999999968e+02,3.349579999999999700e+02,2.582319999999999709e+02,1.842099999999999795e+02,1.253979999999999961e+02,9.125999999999999091e+01,4.698200000000000642e+01,nan
7.807086662537516020e+01,6.826579686428407001e+01,6.700000000000000000e+01,6.536920000000000073e+02,4.164159999999999968e+02,3.332679999999999723e+02,2.578940000000000055e+02,1.842099999999999795e+02,1.253979999999999961e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807084471822976468e+01,6.826587219761786685e+01,6.800000000000000000e+01,6.536920000000000073e+02,4.164159999999999968e+02,3.336059999999999945e+02,2.575559999999999832e+02,1.842099999999999795e+02,1.253979999999999961e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807082466105438812e+01,6.826595468187672111e+01,6.900000000000000000e+01,6.536920000000000073e+02,4.167540000000000191e+02,3.352959999999999923e+02,2.575559999999999832e+02,1.842099999999999795e+02,1.253979999999999961e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807080849603079287e+01,6.826605802496980857e+01,7.000000000000000000e+01,6.536920000000000073e+02,4.164159999999999968e+02,3.352959999999999923e+02,2.572179999999999609e+02,1.838719999999999857e+02,1.253979999999999961e+02,9.159799999999999898e+01,4.698200000000000642e+01,nan
7.807079056730484012e+01,6.826615488458729430e+01,7.100000000000000000e+01,6.540299999999999727e+02,4.167540000000000191e+02,3.352959999999999923e+02,2.572179999999999609e+02,1.838719999999999857e+02,1.253979999999999961e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807077229483964231e+01,6.826625005203879937e+01,7.200000000000000000e+01,6.540299999999999727e+02,4.160780000000000314e+02,3.352959999999999923e+02,2.568799999999999955e+02,1.838719999999999857e+02,1.253979999999999961e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807075269556456476e+01,6.826633903174204931e+01,7.300000000000000000e+01,6.540299999999999727e+02,4.164159999999999968e+02,3.352959999999999923e+02,2.595840000000000032e+02,1.842099999999999795e+02,1.253979999999999961e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807073406289983097e+01,6.826643264519594823e+01,7.400000000000000000e+01,6.540299999999999727e+02,4.160780000000000314e+02,3.352959999999999923e+02,2.592459999999999809e+02,1.842099999999999795e+02,1.253979999999999961e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807071431548133944e+01,6.826652085068094777e+01,7.500000000000000000e+01,6.540299999999999727e+02,4.174300000000000637e+02,3.352959999999999923e+02,2.589080000000000155e+02,1.845480000000000018e+02,1.250599999999999881e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807069544465677779e+01,6.826661327145639291e+01,7.600000000000000000e+01,6.540299999999999727e+02,4.174300000000000637e+02,3.352959999999999923e+02,2.589080000000000155e+02,1.845480000000000018e+02,1.253979999999999961e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807067816303768382e+01,6.826671279801135483e+01,7.700000000000000000e+01,6.536920000000000073e+02,4.174300000000000637e+02,3.352959999999999923e+02,2.585699999999999932e+02,1.845480000000000018e+02,1.253979999999999961e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807065920471571019e+01,6.826680405144799124e+01,7.800000000000000000e+01,6.536920000000000073e+02,4.177679999999999723e+02,3.352959999999999923e+02,2.582319999999999709e+02,1.842099999999999795e+02,1.253979999999999961e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807063961579440559e+01,6.826689275460380202e+01,7.900000000000000000e+01,6.540299999999999727e+02,4.177679999999999723e+02,3.352959999999999923e+02,2.572179999999999609e+02,1.845480000000000018e+02,1.253979999999999961e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807062319858329147e+01,6.826699557337727242e+01,8.000000000000000000e+01,6.540299999999999727e+02,4.174300000000000637e+02,3.352959999999999923e+02,2.578940000000000055e+02,1.838719999999999857e+02,1.253979999999999961e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807060670861191909e+01,6.826709807794195228e+01,8.100000000000000000e+01,6.540299999999999727e+02,4.160780000000000314e+02,3.356339999999999577e+02,2.572179999999999609e+02,1.842099999999999795e+02,1.253979999999999961e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807059095006492555e+01,6.826720340243738860e+01,8.200000000000000000e+01,6.540299999999999727e+02,4.164159999999999968e+02,3.356339999999999577e+02,2.582319999999999709e+02,1.842099999999999795e+02,1.253979999999999961e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807057441299346578e+01,6.826730583463931623e+01,8.300000000000000000e+01,6.540299999999999727e+02,4.164159999999999968e+02,3.356339999999999577e+02,2.582319999999999709e+02,1.838719999999999857e+02,1.257359999999999900e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807055865749440215e+01,6.826741106420577410e+01,8.400000000000000000e+01,6.540299999999999727e+02,4.164159999999999968e+02,3.356339999999999577e+02,2.592459999999999809e+02,1.852239999999999895e+02,1.257359999999999900e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807054178639251063e+01,6.826751222305716738e+01,8.500000000000000000e+01,6.540299999999999727e+02,4.164159999999999968e+02,3.356339999999999577e+02,2.592459999999999809e+02,1.855619999999999834e+02,1.257359999999999900e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807052153700468011e+01,6.826759700333290937e+01,8.600000000000000000e+01,6.540299999999999727e+02,4.167540000000000191e+02,3.356339999999999577e+02,2.589080000000000155e+02,1.855619999999999834e+02,1.257359999999999900e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807050470603741132e+01,6.826769805271425184e+01,8.700000000000000000e+01,6.540299999999999727e+02,4.167540000000000191e+02,3.356339999999999577e+02,2.572179999999999609e+02,1.838719999999999857e+02,1.257359999999999900e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807048843479586253e+01,6.826780141508740485e+01,8.800000000000000000e+01,6.540299999999999727e+02,4.164159999999999968e+02,3.356339999999999577e+02,2.572179999999999609e+02,1.838719999999999857e+02,1.257359999999999900e+02,9.193599999999999284e+01,4.698200000000000642e+01,nan
7.807047092283697509e+01,6.826790003979061794e+01,8.900000000000000000e+01,6.540299999999999727e+02,4.164159999999999968e+02,3.356339999999999577e+02,2.572179999999999609e+02,1.838719999999999857e+02,1.257359999999999900e+02,9.227400000000000091e+01,4.698200000000000642e+01,nan
7.807045274019490932e+01,6.826799578080425590e+01,9.000000000000000000e+01,6.540299999999999727e+02,4.164159999999999968e+02,3.356339999999999577e+02,2.575559999999999832e+02,1.838719999999999857e+02,1.257359999999999900e+02,9.227400000000000091e+01,4.698200000000000642e+01,nan
7.807043429754808983e+01,6.826809028797845258e+01,9.100000000000000000e+01,6.540299999999999727e+02,4.164159999999999968e+02,3.356339999999999577e+02,2.592459999999999809e+02,1.838719999999999857e+02,1.257359999999999900e+02,9.227400000000000091e+01,4.698200000000000642e+01,nan
7.807041498165067139e+01,6.826818067880702756e+01,9.200000000000000000e+01,6.536920000000000073e+02,4.164159999999999968e+02,3.356339999999999577e+02,2.589080000000000155e+02,1.838719999999999857e+02,1.257359999999999900e+02,9.227400000000000091e+01,4.698200000000000642e+01,nan
7.807039274529590500e+01,6.826825130813097076e+01,9.300000000000000000e+01,6.536920000000000073e+02,4.167540000000000191e+02,3.356339999999999577e+02,2.589080000000000155e+02,1.855619999999999834e+02,1.260739999999999981e+02,9.261199999999999477e+01,4.698200000000000642e+01,nan
7.807037214053059415e+01,6.826833424251965710e+01,9.400000000000000000e+01,6.536920000000000073e+02,4.167540000000000191e+02,3.356339999999999577e+02,2.589080000000000155e+02,1.852239999999999895e+02,1.260739999999999981e+02,9.261199999999999477e+01,4.698200000000000642e+01,nan
7.807035607778328767e+01,6.826843759001701528e+01,9.500000000000000000e+01,6.536920000000000073e+02,4.170919999999999845e+02,3.356339999999999577e+02,2.585699999999999932e+02,1.852239999999999895e+02,1.260739999999999981e+02,9.261199999999999477e+01,4.698200000000000642e+01,nan
7.807034066806120620e+01,6.826854408358579462e+01,9.600000000000000000e+01,6.536920000000000073e+02,4.170919999999999845e+02,3.359719999999999800e+02,2.582319999999999709e+02,1.852239999999999895e+02,1.260739999999999981e+02,9.227400000000000091e+01,4.698200000000000642e+01,nan
7.807032577162237885e+01,6.826865225989220676e+01,9.700000000000000000e+01,6.536920000000000073e+02,4.170919999999999845e+02,3.359719999999999800e+02,2.585699999999999932e+02,1.848859999999999957e+02,1.260739999999999981e+02,9.227400000000000091e+01,4.732000000000000739e+01,nan
7.807031004161706278e+01,6.826875768297971092e+01,9.800000000000000000e+01,6.536920000000000073e+02,4.167540000000000191e+02,3.359719999999999800e+02,2.582319999999999709e+02,1.838719999999999857e+02,1.260739999999999981e+02,9.227400000000000091e+01,4.732000000000000739e+01,nan
7.807029388355823585e+01,6.826886154645859506e+01,9.900000000000000000e+01,6.536920000000000073e+02,4.167540000000000191e+02,3.359719999999999800e+02,2.589080000000000155e+02,1.838719999999999857e+02,1.260739999999999981e+02,9.227400000000000091e+01,4.732000000000000739e+01,nan
7.807027740306196506e+01,6.826896393178547839e+01,1.000000000000000000e+02,6.536920000000000073e+02,4.164159999999999968e+02,3.346200000000000045e+02,2.592459999999999809e+02,1.838719999999999857e+02,1.260739999999999981e+02,9.193599999999999284e+01,4.732000000000000739e+01,nan
7.807026238747782543e+01,6.826907124876186117e+01,1.010000000000000000e+02,6.536920000000000073e+02,4.157400000000000091e+02,3.346200000000000045e+02,2.592459999999999809e+02,1.842099999999999795e+02,1.257359999999999900e+02,9.193599999999999284e+01,4.732000000000000739e+01,nan
