# lat,lon,tnum,Layer_1_depth,Layer_2_depth,Layer_3_depth,Layer_4_depth,Layer_5_depth,Layer_6_depth,Layer_7_depth,Layer_8_depth,Layer_9_depth
7.806254455014720861e+01,6.830475403522979150e+01,5.030000000000000000e+02,6.712679999999999154e+02,4.448079999999999927e+02,3.640260000000000105e+02,2.812160000000000082e+02,2.031379999999999768e+02,1.368899999999999864e+02,9.937199999999999989e+01,4.934799999999999898e+01,nan
7.806252843845209100e+01,6.830485801244087440e+01,5.040000000000000000e+02,6.712679999999999154e+02,4.468359999999999559e+02,3.640260000000000105e+02,2.815539999999999736e+02,2.034759999999999991e+02,1.368899999999999864e+02,9.937199999999999989e+01,4.934799999999999898e+01,nan
7.806251192460753430e+01,6.830496051300274019e+01,5.050000000000000000e+02,6.716059999999999945e+02,4.464979999999999905e+02,3.640260000000000105e+02,2.812160000000000082e+02,2.038139999999999930e+02,1.372279999999999802e+02,9.937199999999999989e+01,4.934799999999999898e+01,nan
7.806250220004238827e+01,6.830507831088581838e+01,5.060000000000000000e+02,6.716059999999999945e+02,4.464979999999999905e+02,3.640260000000000105e+02,2.839199999999999591e+02,2.038139999999999930e+02,1.372279999999999802e+02,9.937199999999999989e+01,4.934799999999999898e+01,nan
7.806248815324515533e+01,6.830518492899159355e+01,5.070000000000000000e+02,6.719439999999999600e+02,4.464979999999999905e+02,3.643639999999999759e+02,2.839199999999999591e+02,2.038139999999999930e+02,1.372279999999999802e+02,9.970999999999999375e+01,4.934799999999999898e+01,nan
7.806247186181369102e+01,6.830528824876127203e+01,5.080000000000000000e+02,6.719439999999999600e+02,4.464979999999999905e+02,3.647019999999999982e+02,2.832439999999999714e+02,2.038139999999999930e+02,1.372279999999999802e+02,9.970999999999999375e+01,4.934799999999999898e+01,nan
7.806245646385522718e+01,6.830539437920410251e+01,5.090000000000000000e+02,6.719439999999999600e+02,4.464979999999999905e+02,3.647019999999999982e+02,2.829060000000000059e+02,2.038139999999999930e+02,1.372279999999999802e+02,9.970999999999999375e+01,4.934799999999999898e+01,nan
7.806244560854779024e+01,6.830551253937805711e+01,5.100000000000000000e+02,6.719439999999999600e+02,4.464979999999999905e+02,3.650399999999999636e+02,2.829060000000000059e+02,2.031379999999999768e+02,1.372279999999999802e+02,9.970999999999999375e+01,4.934799999999999898e+01,nan
7.806242976572987402e+01,6.830561386111331501e+01,5.110000000000000000e+02,6.722819999999999254e+02,4.464979999999999905e+02,3.650399999999999636e+02,2.825679999999999836e+02,2.034759999999999991e+02,1.372279999999999802e+02,9.970999999999999375e+01,4.934799999999999898e+01,nan
7.806240926343708963e+01,6.830569457531778710e+01,5.120000000000000000e+02,6.722819999999999254e+02,4.464979999999999905e+02,3.630120000000000005e+02,2.822299999999999613e+02,2.034759999999999991e+02,1.372279999999999802e+02,1.000480000000000018e+02,4.968599999999999994e+01,nan
7.806239910209176003e+01,6.830581448988631621e+01,5.130000000000000000e+02,6.726200000000000045e+02,4.464979999999999905e+02,3.633499999999999659e+02,2.818919999999999959e+02,2.038139999999999930e+02,1.372279999999999802e+02,1.000480000000000018e+02,4.968599999999999994e+01,nan
7.806239412534249311e+01,6.830593178555847089e+01,5.140000000000000000e+02,6.729579999999999700e+02,4.468359999999999559e+02,3.640260000000000105e+02,2.818919999999999959e+02,2.034759999999999991e+02,1.372279999999999802e+02,1.000480000000000018e+02,4.968599999999999994e+01,nan
7.806239916084972208e+01,6.830605865628524498e+01,5.150000000000000000e+02,6.729579999999999700e+02,4.468359999999999559e+02,3.640260000000000105e+02,2.818919999999999959e+02,2.031379999999999768e+02,1.375660000000000025e+02,1.000480000000000018e+02,4.968599999999999994e+01,nan
7.806239320787040015e+01,6.830617863680828350e+01,5.160000000000000000e+02,6.732959999999999354e+02,4.478499999999999659e+02,3.647019999999999982e+02,2.818919999999999959e+02,2.031379999999999768e+02,1.375660000000000025e+02,1.000480000000000018e+02,4.968599999999999994e+01,nan
7.806237746257519916e+01,6.830628393641788421e+01,5.170000000000000000e+02,6.732959999999999354e+02,4.475120000000000005e+02,3.660539999999999736e+02,2.822299999999999613e+02,2.027999999999999829e+02,1.375660000000000025e+02,1.000480000000000018e+02,4.968599999999999994e+01,nan
7.806236207240479530e+01,6.830639044991296771e+01,5.180000000000000000e+02,6.736340000000000146e+02,4.475120000000000005e+02,3.660539999999999736e+02,2.842579999999999814e+02,2.027999999999999829e+02,1.375660000000000025e+02,1.000480000000000018e+02,4.968599999999999994e+01,nan
7.806234935184212986e+01,6.830650334592516515e+01,5.190000000000000000e+02,6.739719999999999800e+02,4.475120000000000005e+02,3.663919999999999959e+02,2.839199999999999591e+02,2.038139999999999930e+02,1.375660000000000025e+02,9.970999999999999375e+01,4.968599999999999994e+01,nan
7.806233209642965676e+01,6.830660196131532302e+01,5.200000000000000000e+02,6.739719999999999800e+02,4.475120000000000005e+02,3.660539999999999736e+02,2.842579999999999814e+02,2.038139999999999930e+02,1.375660000000000025e+02,9.970999999999999375e+01,4.968599999999999994e+01,nan
7.806231699393626400e+01,6.830670925417811645e+01,5.210000000000000000e+02,6.743099999999999454e+02,4.475120000000000005e+02,3.663919999999999959e+02,2.842579999999999814e+02,2.041519999999999868e+02,1.375660000000000025e+02,9.970999999999999375e+01,4.968599999999999994e+01,nan
7.806230055858117112e+01,6.830681206222824642e+01,5.220000000000000000e+02,6.743099999999999454e+02,4.475120000000000005e+02,3.660539999999999736e+02,2.839199999999999591e+02,2.041519999999999868e+02,1.375660000000000025e+02,9.970999999999999375e+01,4.968599999999999994e+01,nan
7.806228272262492851e+01,6.830690902646615825e+01,5.230000000000000000e+02,6.746480000000000246e+02,4.492019999999999982e+02,3.660539999999999736e+02,2.839199999999999591e+02,2.041519999999999868e+02,1.379039999999999964e+02,9.970999999999999375e+01,4.968599999999999994e+01,nan
7.806226289830959786e+01,6.830699585311946009e+01,5.240000000000000000e+02,6.749859999999999900e+02,4.485259999999999536e+02,3.660539999999999736e+02,2.835819999999999936e+02,2.044899999999999807e+02,1.379039999999999964e+02,1.000480000000000018e+02,4.968599999999999994e+01,nan
7.806223943119950093e+01,6.830705899673452564e+01,5.250000000000000000e+02,6.749859999999999900e+02,4.481879999999999882e+02,3.663919999999999959e+02,2.835819999999999936e+02,2.044899999999999807e+02,1.382419999999999902e+02,1.000480000000000018e+02,4.968599999999999994e+01,nan
7.806221941023476063e+01,6.830714397208630828e+01,5.260000000000000000e+02,6.776899999999999409e+02,4.508919999999999959e+02,3.663919999999999959e+02,2.832439999999999714e+02,2.044899999999999807e+02,1.382419999999999902e+02,1.000480000000000018e+02,4.968599999999999994e+01,nan
7.806220453101265377e+01,6.830725211570795352e+01,5.270000000000000000e+02,6.780280000000001337e+02,4.481879999999999882e+02,3.663919999999999959e+02,2.832439999999999714e+02,2.044899999999999807e+02,1.382419999999999902e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806218722771397722e+01,6.830735108003500500e+01,5.280000000000000000e+02,6.783659999999999854e+02,4.485259999999999536e+02,3.674060000000000059e+02,2.849339999999999691e+02,2.044899999999999807e+02,1.382419999999999902e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806216674885807549e+01,6.830743464735510884e+01,5.290000000000000000e+02,6.787039999999999509e+02,4.508919999999999959e+02,3.677439999999999714e+02,2.849339999999999691e+02,2.048280000000000030e+02,1.382419999999999902e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806214608379812603e+01,6.830751722979161400e+01,5.300000000000000000e+02,6.787039999999999509e+02,4.508919999999999959e+02,3.677439999999999714e+02,2.835819999999999936e+02,2.048280000000000030e+02,1.382419999999999902e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806212691025960737e+01,6.830760826921530793e+01,5.310000000000000000e+02,6.790419999999999163e+02,4.508919999999999959e+02,3.677439999999999714e+02,2.832439999999999714e+02,2.048280000000000030e+02,1.382419999999999902e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806210972947273774e+01,6.830770804247678996e+01,5.320000000000000000e+02,6.763379999999999654e+02,4.508919999999999959e+02,3.677439999999999714e+02,2.859479999999999791e+02,2.051659999999999968e+02,1.382419999999999902e+02,1.000480000000000018e+02,4.968599999999999994e+01,nan
7.806208856536795793e+01,6.830778739663983856e+01,5.330000000000000000e+02,6.766760000000000446e+02,4.508919999999999959e+02,3.684199999999999591e+02,2.862860000000000014e+02,2.051659999999999968e+02,1.385799999999999841e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806207470812864813e+01,6.830789771121870046e+01,5.340000000000000000e+02,6.770140000000000100e+02,4.512299999999999613e+02,3.684199999999999591e+02,2.835819999999999936e+02,2.051659999999999968e+02,1.385799999999999841e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806205355461520412e+01,6.830797737281424986e+01,5.350000000000000000e+02,6.770140000000000100e+02,4.498779999999999859e+02,3.687579999999999814e+02,2.839199999999999591e+02,2.051659999999999968e+02,1.385799999999999841e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806203591904788652e+01,6.830807374278631983e+01,5.360000000000000000e+02,6.776899999999999409e+02,4.502159999999999513e+02,3.687579999999999814e+02,2.839199999999999591e+02,2.051659999999999968e+02,1.385799999999999841e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806202319757018415e+01,6.830818590608740237e+01,5.370000000000000000e+02,6.780280000000001337e+02,4.505539999999999736e+02,3.674060000000000059e+02,2.839199999999999591e+02,2.048280000000000030e+02,1.385799999999999841e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806200040466548273e+01,6.830825369110445422e+01,5.380000000000000000e+02,6.783659999999999854e+02,4.505539999999999736e+02,3.677439999999999714e+02,2.839199999999999591e+02,2.051659999999999968e+02,1.385799999999999841e+02,1.003859999999999957e+02,5.002400000000000091e+01,nan
7.806197752328726835e+01,6.830832121294876913e+01,5.390000000000000000e+02,6.787039999999999509e+02,4.505539999999999736e+02,3.680819999999999936e+02,2.856100000000000136e+02,2.051659999999999968e+02,1.385799999999999841e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806195740762652235e+01,6.830840694703040583e+01,5.400000000000000000e+02,6.787039999999999509e+02,4.505539999999999736e+02,3.694339999999999691e+02,2.866239999999999668e+02,2.055039999999999907e+02,1.385799999999999841e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806193833789889425e+01,6.830849710048120471e+01,5.410000000000000000e+02,6.790419999999999163e+02,4.522439999999999714e+02,3.694339999999999691e+02,2.869619999999999891e+02,2.058419999999999845e+02,1.385799999999999841e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806191446783050480e+01,6.830855467233850220e+01,5.420000000000000000e+02,6.790419999999999163e+02,4.522439999999999714e+02,3.697719999999999914e+02,2.873000000000000114e+02,2.058419999999999845e+02,1.385799999999999841e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806189028671759900e+01,6.830861139103453183e+01,5.430000000000000000e+02,6.790419999999999163e+02,4.525819999999999936e+02,3.697719999999999914e+02,2.873000000000000114e+02,2.058419999999999845e+02,1.385799999999999841e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806187231972805307e+01,6.830870635688953030e+01,5.440000000000000000e+02,6.790419999999999163e+02,4.525819999999999936e+02,3.697719999999999914e+02,2.869619999999999891e+02,2.058419999999999845e+02,1.385799999999999841e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806185583414956852e+01,6.830880673876744424e+01,5.450000000000000000e+02,6.793800000000001091e+02,4.525819999999999936e+02,3.697719999999999914e+02,2.869619999999999891e+02,2.061799999999999784e+02,1.385799999999999841e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806184613892382629e+01,6.830892092529425952e+01,5.460000000000000000e+02,6.793800000000001091e+02,4.519060000000000059e+02,3.701099999999999568e+02,2.869619999999999891e+02,2.061799999999999784e+02,1.385799999999999841e+02,1.007239999999999895e+02,4.968599999999999994e+01,nan
7.806183024868717268e+01,6.830901768872111290e+01,5.470000000000000000e+02,6.793800000000001091e+02,4.535960000000000036e+02,3.697719999999999914e+02,2.866239999999999668e+02,2.058419999999999845e+02,1.385799999999999841e+02,1.003859999999999957e+02,4.968599999999999994e+01,nan
7.806180988725857617e+01,6.830910250604198097e+01,5.480000000000000000e+02,6.797179999999999609e+02,4.535960000000000036e+02,3.701099999999999568e+02,2.862860000000000014e+02,2.058419999999999845e+02,1.385799999999999841e+02,1.007239999999999895e+02,4.968599999999999994e+01,nan
7.806179533165722262e+01,6.830920723308487652e+01,5.490000000000000000e+02,6.797179999999999609e+02,4.535960000000000036e+02,3.701099999999999568e+02,2.859479999999999791e+02,2.061799999999999784e+02,1.385799999999999841e+02,1.007239999999999895e+02,4.968599999999999994e+01,nan
7.806178253830182712e+01,6.830931826528717465e+01,5.500000000000000000e+02,6.800559999999999263e+02,4.535960000000000036e+02,3.704479999999999791e+02,2.879759999999999991e+02,2.061799999999999784e+02,1.385799999999999841e+02,1.007239999999999895e+02,4.968599999999999994e+01,nan
7.806176251307907421e+01,6.830940490731130410e+01,5.510000000000000000e+02,6.803940000000000055e+02,4.532579999999999814e+02,3.701099999999999568e+02,2.859479999999999791e+02,2.058419999999999845e+02,1.389180000000000064e+02,1.007239999999999895e+02,4.968599999999999994e+01,nan
7.806173989488327436e+01,6.830947393670990664e+01,5.520000000000000000e+02,6.803940000000000055e+02,4.535960000000000036e+02,3.711239999999999668e+02,2.859479999999999791e+02,2.068559999999999945e+02,1.389180000000000064e+02,1.007239999999999895e+02,4.968599999999999994e+01,nan
7.806171755716820826e+01,6.830954578006318911e+01,5.530000000000000000e+02,6.807320000000000846e+02,4.532579999999999814e+02,3.711239999999999668e+02,2.879759999999999991e+02,2.068559999999999945e+02,1.389180000000000064e+02,1.007239999999999895e+02,4.968599999999999994e+01,nan
7.806169395550689671e+01,6.830960728746636335e+01,5.540000000000000000e+02,6.807320000000000846e+02,4.535960000000000036e+02,3.714619999999999891e+02,2.879759999999999991e+02,2.068559999999999945e+02,1.389180000000000064e+02,1.007239999999999895e+02,4.968599999999999994e+01,nan
7.806167100145047755e+01,6.830967365975553207e+01,5.550000000000000000e+02,6.810699999999999363e+02,4.539339999999999691e+02,3.714619999999999891e+02,2.873000000000000114e+02,2.071939999999999884e+02,1.389180000000000064e+02,1.007239999999999895e+02,4.968599999999999994e+01,nan
7.806164951246627481e+01,6.830974988238443757e+01,5.560000000000000000e+02,6.814080000000000155e+02,4.535960000000000036e+02,3.714619999999999891e+02,2.886519999999999868e+02,2.071939999999999884e+02,1.389180000000000064e+02,1.007239999999999895e+02,4.968599999999999994e+01,nan
7.806162726106001060e+01,6.830982198560144525e+01,5.570000000000000000e+02,6.814080000000000155e+02,4.539339999999999691e+02,3.714619999999999891e+02,2.889900000000000091e+02,2.071939999999999884e+02,1.389180000000000064e+02,1.007239999999999895e+02,5.002400000000000091e+01,nan
7.806160939308786340e+01,6.830991903840074997e+01,5.580000000000000000e+02,6.817459999999999809e+02,4.546099999999999568e+02,3.707860000000000014e+02,2.893279999999999745e+02,2.071939999999999884e+02,1.389180000000000064e+02,1.007239999999999895e+02,5.002400000000000091e+01,nan
7.806158840969230539e+01,6.830999768906896463e+01,5.590000000000000000e+02,6.817459999999999809e+02,4.549479999999999791e+02,3.711239999999999668e+02,2.866239999999999668e+02,2.075319999999999823e+02,1.389180000000000064e+02,1.010619999999999976e+02,5.002400000000000091e+01,nan
7.806156507675048317e+01,6.831006076908100511e+01,5.600000000000000000e+02,6.820840000000000600e+02,4.552860000000000014e+02,3.707860000000000014e+02,2.876379999999999768e+02,2.075319999999999823e+02,1.392560000000000002e+02,1.010619999999999976e+02,4.968599999999999994e+01,nan
7.806154520266257180e+01,6.831014770734763886e+01,5.610000000000000000e+02,6.824220000000000255e+02,4.552860000000000014e+02,3.707860000000000014e+02,2.879759999999999991e+02,2.075319999999999823e+02,1.392560000000000002e+02,1.010619999999999976e+02,4.968599999999999994e+01,nan
7.806152317970982324e+01,6.831022217164887422e+01,5.620000000000000000e+02,6.824220000000000255e+02,4.552860000000000014e+02,3.707860000000000014e+02,2.876379999999999768e+02,2.065180000000000007e+02,1.392560000000000002e+02,1.010619999999999976e+02,4.968599999999999994e+01,nan
7.806150664875261214e+01,6.831032026608323804e+01,5.630000000000000000e+02,6.827599999999999909e+02,4.552860000000000014e+02,3.728139999999999645e+02,2.873000000000000114e+02,2.065180000000000007e+02,1.392560000000000002e+02,1.010619999999999976e+02,4.968599999999999994e+01,nan
7.806149263738907962e+01,6.831043106784198926e+01,5.640000000000000000e+02,6.827599999999999909e+02,4.556239999999999668e+02,3.714619999999999891e+02,2.873000000000000114e+02,2.065180000000000007e+02,1.392560000000000002e+02,1.010619999999999976e+02,4.968599999999999994e+01,nan
7.806147869301210562e+01,6.831054141906520272e+01,5.650000000000000000e+02,6.830979999999999563e+02,4.556239999999999668e+02,3.718000000000000682e+02,2.873000000000000114e+02,2.068559999999999945e+02,1.392560000000000002e+02,1.013999999999999915e+02,4.968599999999999994e+01,nan
7.806146108538654005e+01,6.831063957621407212e+01,5.660000000000000000e+02,6.834360000000000355e+02,4.559619999999999891e+02,3.721379999999999768e+02,2.896659999999999968e+02,2.068559999999999945e+02,1.392560000000000002e+02,1.013999999999999915e+02,4.968599999999999994e+01,nan
7.806144236642336409e+01,6.831073217822675758e+01,5.670000000000000000e+02,6.834360000000000355e+02,4.559619999999999891e+02,3.721379999999999768e+02,2.893279999999999745e+02,2.071939999999999884e+02,1.392560000000000002e+02,1.013999999999999915e+02,4.968599999999999994e+01,nan
7.806142696031596984e+01,6.831083707030683172e+01,5.680000000000000000e+02,6.837740000000000009e+02,4.563000000000000114e+02,3.721379999999999768e+02,2.883139999999999645e+02,2.071939999999999884e+02,1.395939999999999941e+02,1.013999999999999915e+02,4.968599999999999994e+01,nan
7.806141885282409021e+01,6.831095887018545909e+01,5.690000000000000000e+02,6.841119999999999663e+02,4.563000000000000114e+02,3.724760000000000559e+02,2.883139999999999645e+02,2.071939999999999884e+02,1.395939999999999941e+02,1.013999999999999915e+02,4.968599999999999994e+01,nan
7.806139984278141242e+01,6.831105064693602458e+01,5.700000000000000000e+02,6.841119999999999663e+02,4.566379999999999768e+02,3.724760000000000559e+02,2.879759999999999991e+02,2.075319999999999823e+02,1.395939999999999941e+02,1.013999999999999915e+02,4.968599999999999994e+01,nan
7.806138631308594711e+01,6.831116289354037008e+01,5.710000000000000000e+02,6.844499999999999318e+02,4.566379999999999768e+02,3.738280000000000314e+02,2.883139999999999645e+02,2.075319999999999823e+02,1.402699999999999818e+02,1.013999999999999915e+02,5.002400000000000091e+01,nan
7.806137056528432083e+01,6.831126742396246243e+01,5.720000000000000000e+02,6.847880000000001246e+02,4.569760000000000559e+02,3.741659999999999968e+02,2.903419999999999845e+02,2.075319999999999823e+02,1.402699999999999818e+02,1.013999999999999915e+02,5.002400000000000091e+01,nan
7.806135309265654598e+01,6.831136573328602424e+01,5.730000000000000000e+02,6.851259999999999764e+02,4.593419999999999845e+02,3.741659999999999968e+02,2.900039999999999623e+02,2.078700000000000045e+02,1.402699999999999818e+02,1.013999999999999915e+02,5.002400000000000091e+01,nan
7.806133529431123463e+01,6.831146277839678760e+01,5.740000000000000000e+02,6.851259999999999764e+02,4.596800000000000637e+02,3.741659999999999968e+02,2.900039999999999623e+02,2.078700000000000045e+02,1.402699999999999818e+02,1.013999999999999915e+02,5.002400000000000091e+01,nan
7.806131579463215076e+01,6.831155188759713326e+01,5.750000000000000000e+02,6.854639999999999418e+02,4.586659999999999968e+02,3.745040000000000191e+02,2.900039999999999623e+02,2.078700000000000045e+02,1.402699999999999818e+02,1.013999999999999915e+02,5.002400000000000091e+01,nan
7.806129320190972010e+01,6.831161862565637932e+01,5.760000000000000000e+02,6.858020000000000209e+02,4.586659999999999968e+02,3.745040000000000191e+02,2.900039999999999623e+02,2.078700000000000045e+02,1.402699999999999818e+02,1.013999999999999915e+02,5.002400000000000091e+01,nan
7.806127028477392571e+01,6.831168604845224479e+01,5.770000000000000000e+02,6.861400000000001000e+02,4.590040000000000191e+02,3.748419999999999845e+02,2.896659999999999968e+02,2.078700000000000045e+02,1.402699999999999818e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806124724578127427e+01,6.831174667781317567e+01,5.780000000000000000e+02,6.864779999999999518e+02,4.586659999999999968e+02,3.748419999999999845e+02,2.893279999999999745e+02,2.078700000000000045e+02,1.402699999999999818e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806122552693921079e+01,6.831182195987787509e+01,5.790000000000000000e+02,6.868159999999999172e+02,4.593419999999999845e+02,3.748419999999999845e+02,2.893279999999999745e+02,2.078700000000000045e+02,1.402699999999999818e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806120747745518429e+01,6.831191787454149278e+01,5.800000000000000000e+02,6.871539999999999964e+02,4.596800000000000637e+02,3.741659999999999968e+02,2.893279999999999745e+02,2.078700000000000045e+02,1.406080000000000041e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806119078563311575e+01,6.831201970131870382e+01,5.810000000000000000e+02,6.874920000000000755e+02,4.600179999999999723e+02,3.745040000000000191e+02,2.896659999999999968e+02,2.078700000000000045e+02,1.406080000000000041e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806117399075343144e+01,6.831212113370668249e+01,5.820000000000000000e+02,6.874920000000000755e+02,4.600179999999999723e+02,3.741659999999999968e+02,2.896659999999999968e+02,2.078700000000000045e+02,1.406080000000000041e+02,1.013999999999999915e+02,5.002400000000000091e+01,nan
7.806116048243315220e+01,6.831223237853023988e+01,5.830000000000000000e+02,6.878299999999999272e+02,4.603560000000000514e+02,3.745040000000000191e+02,2.910179999999999723e+02,2.078700000000000045e+02,1.406080000000000041e+02,1.013999999999999915e+02,5.002400000000000091e+01,nan
7.806114009408514676e+01,6.831231436528779000e+01,5.840000000000000000e+02,6.881680000000000064e+02,4.613700000000000045e+02,3.741659999999999968e+02,2.910179999999999723e+02,2.078700000000000045e+02,1.406080000000000041e+02,1.013999999999999915e+02,5.002400000000000091e+01,nan
7.806112284007274127e+01,6.831241247668987171e+01,5.850000000000000000e+02,6.885059999999999718e+02,4.613700000000000045e+02,3.741659999999999968e+02,2.927079999999999700e+02,2.082079999999999984e+02,1.406080000000000041e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806110445544894105e+01,6.831250722473960479e+01,5.860000000000000000e+02,6.888440000000000509e+02,4.610320000000000391e+02,3.741659999999999968e+02,2.927079999999999700e+02,2.082079999999999984e+02,1.409459999999999980e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806109254240979567e+01,6.831261723067841274e+01,5.870000000000000000e+02,6.891820000000000164e+02,4.610320000000000391e+02,3.738280000000000314e+02,2.913559999999999945e+02,2.082079999999999984e+02,1.409459999999999980e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806107491384207719e+01,6.831270606471727547e+01,5.880000000000000000e+02,6.895199999999999818e+02,4.610320000000000391e+02,3.738280000000000314e+02,2.910179999999999723e+02,2.082079999999999984e+02,1.409459999999999980e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806106202437862862e+01,6.831281177034728103e+01,5.890000000000000000e+02,6.898579999999999472e+02,4.606939999999999600e+02,3.765320000000000391e+02,2.906800000000000068e+02,2.082079999999999984e+02,1.409459999999999980e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806103776959466245e+01,6.831286684877714777e+01,5.900000000000000000e+02,6.898579999999999472e+02,4.610320000000000391e+02,3.765320000000000391e+02,2.906800000000000068e+02,2.082079999999999984e+02,1.409459999999999980e+02,1.020759999999999934e+02,5.002400000000000091e+01,nan
7.806101607006598897e+01,6.831294310044664542e+01,5.910000000000000000e+02,6.901960000000001401e+02,4.610320000000000391e+02,3.768700000000000045e+02,2.906800000000000068e+02,2.085459999999999923e+02,1.409459999999999980e+02,1.020759999999999934e+02,5.002400000000000091e+01,nan
7.806099493794300770e+01,6.831302339078112595e+01,5.920000000000000000e+02,6.905339999999999918e+02,4.613700000000000045e+02,3.768700000000000045e+02,2.910179999999999723e+02,2.088839999999999861e+02,1.409459999999999980e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806097451786146735e+01,6.831310785269862151e+01,5.930000000000000000e+02,6.908719999999999573e+02,4.623840000000000146e+02,3.765320000000000391e+02,2.910179999999999723e+02,2.092219999999999800e+02,1.409459999999999980e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806096290917832903e+01,6.831321854333799592e+01,5.940000000000000000e+02,6.912099999999999227e+02,4.623840000000000146e+02,3.765320000000000391e+02,2.910179999999999723e+02,2.092219999999999800e+02,1.406080000000000041e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806094072653797866e+01,6.831329160302267667e+01,5.950000000000000000e+02,6.915480000000001155e+02,4.623840000000000146e+02,3.775459999999999923e+02,2.940600000000000023e+02,2.092219999999999800e+02,1.406080000000000041e+02,1.017379999999999995e+02,5.002400000000000091e+01,nan
7.806091824236311538e+01,6.831335541270529177e+01,5.960000000000000000e+02,6.918859999999999673e+02,4.623840000000000146e+02,3.775459999999999923e+02,2.913559999999999945e+02,2.092219999999999800e+02,1.406080000000000041e+02,1.020759999999999934e+02,5.002400000000000091e+01,nan
7.806090301270741350e+01,6.831345897510486509e+01,5.970000000000000000e+02,6.918859999999999673e+02,4.623840000000000146e+02,3.775459999999999923e+02,2.916939999999999600e+02,2.092219999999999800e+02,1.406080000000000041e+02,1.020759999999999934e+02,5.002400000000000091e+01,nan
7.806088302796153755e+01,6.831354584996751100e+01,5.980000000000000000e+02,6.922239999999999327e+02,4.627219999999999800e+02,3.778840000000000146e+02,2.916939999999999600e+02,2.092219999999999800e+02,1.406080000000000041e+02,1.020759999999999934e+02,5.036199999999999477e+01,nan
7.806085823339587648e+01,6.831359449804706685e+01,5.990000000000000000e+02,6.925620000000000118e+02,4.630600000000000591e+02,3.778840000000000146e+02,2.916939999999999600e+02,2.095600000000000023e+02,1.406080000000000041e+02,1.020759999999999934e+02,5.002400000000000091e+01,nan
7.806083386901011067e+01,6.831364907545493281e+01,6.000000000000000000e+02,6.928999999999998636e+02,4.630600000000000591e+02,3.782219999999999800e+02,2.930459999999999923e+02,2.095600000000000023e+02,1.406080000000000041e+02,1.020759999999999934e+02,5.002400000000000091e+01,nan
7.806080824399661822e+01,6.831368830429914851e+01,6.010000000000000000e+02,6.932379999999999427e+02,4.633979999999999677e+02,3.778840000000000146e+02,2.933840000000000146e+02,2.095600000000000023e+02,1.406080000000000041e+02,1.020759999999999934e+02,5.036199999999999477e+01,nan
7.806078275565207036e+01,6.831372700295824529e+01,6.020000000000000000e+02,6.935760000000000218e+02,4.637360000000000468e+02,3.778840000000000146e+02,2.933840000000000146e+02,2.095600000000000023e+02,1.409459999999999980e+02,1.020759999999999934e+02,5.002400000000000091e+01,nan
7.806076337010912880e+01,6.831381699715758771e+01,6.030000000000000000e+02,6.939139999999999873e+02,4.637360000000000468e+02,3.778840000000000146e+02,2.933840000000000146e+02,2.098979999999999961e+02,1.409459999999999980e+02,1.020759999999999934e+02,5.002400000000000091e+01,nan
7.806073770046943139e+01,6.831384598285916354e+01,6.040000000000000000e+02,6.942519999999999527e+02,4.664400000000000546e+02,3.778840000000000146e+02,2.940600000000000023e+02,2.102359999999999900e+02,1.412839999999999918e+02,1.020759999999999934e+02,5.002400000000000091e+01,nan
7.806071643441295294e+01,6.831392379667686043e+01,6.050000000000000000e+02,6.942519999999999527e+02,4.644120000000000346e+02,3.782219999999999800e+02,2.943979999999999677e+02,2.102359999999999900e+02,1.412839999999999918e+02,1.020759999999999934e+02,5.002400000000000091e+01,nan
