# lat,lon,tnum,Layer_1_depth,Layer_2_depth,Layer_3_depth,Layer_4_depth,Layer_5_depth,Layer_6_depth
7.804457239013397896e+01,6.848056047499349575e+01,1.050000000000000000e+02,8.260720000000000027e+02,5.191680000000000064e+02,3.210999999999999659e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804455303454700754e+01,6.848064920687950519e+01,1.060000000000000000e+02,8.253959999999999582e+02,5.191680000000000064e+02,3.210999999999999659e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804453084811331109e+01,6.848072237889488179e+01,1.070000000000000000e+02,8.253959999999999582e+02,5.198439999999999372e+02,3.210999999999999659e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804451363083703086e+01,6.848082200695429833e+01,1.080000000000000000e+02,8.253959999999999582e+02,5.191680000000000064e+02,3.210999999999999659e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804449590083845578e+01,6.848091937397708762e+01,1.090000000000000000e+02,8.253959999999999582e+02,5.211960000000000264e+02,3.210999999999999659e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804447688923511350e+01,6.848101108929431291e+01,1.100000000000000000e+02,8.253959999999999582e+02,5.211960000000000264e+02,3.210999999999999659e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804445919495488226e+01,6.848110858137521006e+01,1.110000000000000000e+02,8.253959999999999582e+02,5.184919999999999618e+02,3.210999999999999659e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804444105196806447e+01,6.848120015834095398e+01,1.120000000000000000e+02,8.253959999999999582e+02,5.184919999999999618e+02,3.217760000000000105e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804441477283823758e+01,6.848122534009104356e+01,1.130000000000000000e+02,8.253959999999999582e+02,5.184919999999999618e+02,3.217760000000000105e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804439545986841154e+01,6.848131557639635503e+01,1.140000000000000000e+02,8.253959999999999582e+02,5.191680000000000064e+02,3.217760000000000105e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804437565925668707e+01,6.848140324555527059e+01,1.150000000000000000e+02,8.253959999999999582e+02,5.211960000000000264e+02,3.217760000000000105e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804435535699667525e+01,6.848148827383235471e+01,1.160000000000000000e+02,8.247199999999999136e+02,5.191680000000000064e+02,3.217760000000000105e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804433230996525594e+01,6.848155424342492381e+01,1.170000000000000000e+02,8.247199999999999136e+02,5.191680000000000064e+02,3.217760000000000105e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804430991561898168e+01,6.848162502960701659e+01,1.180000000000000000e+02,8.247199999999999136e+02,5.191680000000000064e+02,3.224519999999999982e+02,1.791399999999999864e+02,5.205199999999999960e+01,nan
7.804428887994400554e+01,6.848170560194330392e+01,1.190000000000000000e+02,8.247199999999999136e+02,5.191680000000000064e+02,3.224519999999999982e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804426554976802777e+01,6.848177004444158911e+01,1.200000000000000000e+02,8.247199999999999136e+02,5.178160000000000309e+02,3.224519999999999982e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804424180524937071e+01,6.848183084535844500e+01,1.210000000000000000e+02,8.247199999999999136e+02,5.178160000000000309e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804421961999413782e+01,6.848190364779850370e+01,1.220000000000000000e+02,8.247199999999999136e+02,5.191680000000000064e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804419851180178114e+01,6.848198350820571534e+01,1.230000000000000000e+02,8.247199999999999136e+02,5.191680000000000064e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804417979087456558e+01,6.848207660342875158e+01,1.240000000000000000e+02,8.247199999999999136e+02,5.191680000000000064e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804415881025549595e+01,6.848215749277881059e+01,1.250000000000000000e+02,8.247199999999999136e+02,5.191680000000000064e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804413698487960005e+01,6.848223314739807677e+01,1.260000000000000000e+02,8.240439999999999827e+02,5.191680000000000064e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804411390724307296e+01,6.848229908379876463e+01,1.270000000000000000e+02,8.240439999999999827e+02,5.191680000000000064e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804409068258588889e+01,6.848236401171479315e+01,1.280000000000000000e+02,8.240439999999999827e+02,5.191680000000000064e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804406924110638499e+01,6.848244204329557761e+01,1.290000000000000000e+02,8.240439999999999827e+02,5.198439999999999372e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804404645419991482e+01,6.848250919973216355e+01,1.300000000000000000e+02,8.240439999999999827e+02,5.198439999999999372e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804402012686121282e+01,6.848253540346831869e+01,1.310000000000000000e+02,8.240439999999999827e+02,5.198439999999999372e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804399377534623738e+01,6.848252263388491201e+01,1.320000000000000000e+02,8.240439999999999827e+02,5.198439999999999372e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804396759920464888e+01,6.848249364462715505e+01,1.330000000000000000e+02,8.240439999999999827e+02,5.198439999999999372e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804394198987391462e+01,6.848248300124454602e+01,1.340000000000000000e+02,8.240439999999999827e+02,5.178160000000000309e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804391666547628859e+01,6.848252651012151659e+01,1.350000000000000000e+02,8.247199999999999136e+02,5.198439999999999372e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804389931373600575e+01,6.848262140603866044e+01,1.360000000000000000e+02,8.247199999999999136e+02,5.198439999999999372e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804388312079238688e+01,6.848272481628174546e+01,1.370000000000000000e+02,8.247199999999999136e+02,5.198439999999999372e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804386503140511877e+01,6.848282067129380835e+01,1.380000000000000000e+02,8.247199999999999136e+02,5.198439999999999372e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
7.804384379842882424e+01,6.848290022601671012e+01,1.390000000000000000e+02,8.247199999999999136e+02,5.184919999999999618e+02,3.217760000000000105e+02,1.798160000000000025e+02,5.205199999999999960e+01,nan
